"Label (Grouping)","Total:","Total:!!Under 18 years","Total:!!18 to 24 years","Total:!!25 to 34 years","Total:!!35 to 44 years","Total:!!45 to 54 years","Total:!!55 to 64 years","Total:!!65 years and over"
"    Estimate","46,570","9,921","2,753","7,620","4,937","6,152","6,091","9,096"
"Town 'n' Country CDP, Florida","","","","","","","",""
"    Estimate","98,550","21,588","7,105","19,821","11,934","16,883","10,324","10,895"
"University CDP (Hillsborough County), Florida","","","","","","","",""
"    Estimate","50,321","10,139","14,203","7,914","5,326","4,286","4,102","4,351"
"University CDP (Orange County), Florida","","","","","","","",""
"    Estimate","38,921","4,258","21,313","4,181","2,475","3,555","1,076","2,063"
"University Park CDP, Florida","","","","","","","",""
"    Estimate","27,448","4,784","4,539","2,703","3,880","3,808","2,076","5,658"
"Valrico CDP, Florida","","","","","","","",""
"    Estimate","35,178","6,685","2,253","3,680","4,517","4,780","4,927","8,336"
"Venice city, Florida","","","","","","","",""
"    Estimate","23,323","1,532","783","976","404","1,919","3,910","13,799"
"Vero Beach South CDP, Florida","","","","","","","",""
"    Estimate","24,806","5,049","1,179","2,021","2,710","2,500","3,644","7,703"
"Wekiwa Springs CDP, Florida","","","","","","","",""
"    Estimate","24,809","4,406","2,445","1,891","3,126","3,966","3,386","5,589"
"Wellington village, Florida","","","","","","","",""
"    Estimate","65,389","15,388","4,566","5,374","7,722","9,997","9,473","12,869"
"Wesley Chapel CDP, Florida","","","","","","","",""
"    Estimate","62,516","16,671","4,920","6,458","11,328","8,894","5,796","8,449"
"Westchase CDP, Florida","","","","","","","",""
"    Estimate","23,302","6,041","1,007","4,477","3,222","2,922","2,278","3,355"
"Westchester CDP, Florida","","","","","","","",""
"    Estimate","30,760","5,979","2,541","2,764","3,373","5,548","4,239","6,316"
"West Little River CDP, Florida","","","","","","","",""
"    Estimate","36,299","10,126","2,652","5,057","4,969","3,159","5,423","4,913"
"West Melbourne city, Florida","","","","","","","",""
"    Estimate","24,261","4,956","885","2,186","2,805","3,175","4,429","5,825"
"Weston city, Florida","","","","","","","",""
"    Estimate","71,164","18,659","6,760","4,213","10,560","14,637","8,748","7,587"
"West Palm Beach city, Florida","","","","","","","",""
"    Estimate","111,952","23,635","10,943","19,005","13,040","13,487","11,864","19,978"
"West Park city, Florida","","","","","","","",""
"    Estimate","21,161","5,636","2,157","4,163","1,989","1,783","2,838","2,595"
"Winter Garden city, Florida","","","","","","","",""
"    Estimate","46,055","10,586","2,414","8,830","5,881","4,375","7,774","6,195"
"Winter Haven city, Florida","","","","","","","",""
"    Estimate","44,952","9,905","2,855","5,096","2,632","6,234","5,780","12,450"
"Winter Park city, Florida","","","","","","","",""
"    Estimate","30,827","4,031","2,983","3,770","2,822","4,305","5,138","7,778"
"Winter Springs city, Florida","","","","","","","",""
"    Estimate","37,309","7,537","1,960","5,492","3,659","4,858","5,162","8,641"
"World Golf Village CDP, Florida","","","","","","","",""
"    Estimate","21,742","6,186","1,971","1,993","4,047","1,724","1,273","4,548"
"Wright CDP, Florida","","","","","","","",""
"    Estimate","26,051","3,504","2,000","6,364","3,216","1,944","3,916","5,107"
"Acworth city, Georgia","","","","","","","",""
"    Estimate","21,250","5,237","2,604","3,612","3,715","2,860","1,643","1,579"
"Albany city, Georgia","","","","","","","",""
"    Estimate","70,643","17,481","10,152","8,566","9,104","6,756","7,923","10,661"
"Alpharetta city, Georgia","","","","","","","",""
"    Estimate","67,208","15,107","4,796","7,461","9,472","12,086","10,327","7,959"
"Athens-Clarke County unified government (balance), Georgia","","","","","","","",""
"    Estimate","126,718","21,488","34,392","19,771","12,089","13,510","11,276","14,192"
"Atlanta city, Georgia","","","","","","","",""
"    Estimate","506,804","86,066","67,998","112,383","67,359","59,504","51,352","62,142"
"Augusta-Richmond County consolidated government (balance), Georgia","","","","","","","",""
"    Estimate","197,325","45,045","22,353","32,833","21,895","21,634","24,553","29,012"
"Brookhaven city, Georgia","","","","","","","",""
"    Estimate","55,565","10,796","4,208","11,777","8,021","7,699","6,729","6,335"
"Calhoun city, Georgia","","","","","","","",""
"    Estimate","20,040","4,526","1,923","2,957","2,642","2,789","2,481","2,722"
"Candler-McAfee CDP, Georgia","","","","","","","",""
"    Estimate","24,128","2,404","1,411","3,655","2,802","3,630","5,431","4,795"
"Canton city, Georgia","","","","","","","",""
"    Estimate","30,532","7,711","1,359","6,406","4,790","2,544","2,894","4,828"
"Carrollton city, Georgia","","","","","","","",""
"    Estimate","27,256","6,100","5,506","4,056","3,251","2,593","1,797","3,953"
"Cartersville city, Georgia","","","","","","","",""
"    Estimate","23,128","6,223","1,024","3,720","3,314","2,673","2,207","3,967"
"Chamblee city, Georgia","","","","","","","",""
"    Estimate","30,310","7,074","2,767","7,564","4,242","2,785","3,219","2,659"
"Columbus city, Georgia","","","","","","","",""
"    Estimate","195,769","48,305","19,872","29,951","25,336","22,909","22,597","26,799"
"Dalton city, Georgia","","","","","","","",""
"    Estimate","33,682","9,447","3,738","4,485","4,510","3,533","3,766","4,203"
"Decatur city, Georgia","","","","","","","",""
"    Estimate","25,700","8,821","1,075","2,238","3,957","4,249","1,928","3,432"
"Douglasville city, Georgia","","","","","","","",""
"    Estimate","33,990","6,794","3,986","4,699","5,020","3,722","4,219","5,550"
"Duluth city, Georgia","","","","","","","",""
"    Estimate","29,612","5,514","1,681","4,888","4,068","5,585","4,152","3,724"
"Dunwoody city, Georgia","","","","","","","",""
"    Estimate","49,346","12,113","2,936","9,402","7,059","6,221","5,010","6,605"
"East Point city, Georgia","","","","","","","",""
"    Estimate","34,876","8,520","2,490","5,333","6,904","4,962","2,968","3,699"
"Evans CDP, Georgia","","","","","","","",""
"    Estimate","43,468","11,128","3,724","3,224","7,111","7,365","5,306","5,610"
"Gainesville city, Georgia","","","","","","","",""
"    Estimate","43,228","12,551","5,922","6,188","5,020","3,704","4,298","5,545"
"Griffin city, Georgia","","","","","","","",""
"    Estimate","20,716","4,505","1,477","4,110","1,136","3,218","2,624","3,646"
"Hinesville city, Georgia","","","","","","","",""
"    Estimate","33,281","9,571","2,489","6,470","4,562","3,511","2,491","4,187"
"Johns Creek city, Georgia","","","","","","","",""
"    Estimate","84,590","23,202","6,389","5,499","12,456","17,823","11,317","7,904"
"Kennesaw city, Georgia","","","","","","","",""
"    Estimate","34,068","10,067","2,993","5,661","5,281","3,615","3,190","3,261"
"LaGrange city, Georgia","","","","","","","",""
"    Estimate","30,308","7,629","2,560","6,663","3,223","2,986","3,371","3,876"
"Lawrenceville city, Georgia","","","","","","","",""
"    Estimate","30,842","6,526","3,329","7,861","2,679","3,216","3,457","3,774"
"Lithia Springs CDP, Georgia","","","","","","","",""
"    Estimate","20,309","5,391","3,573","2,082","3,234","3,183","1,769","1,077"
"Mableton CDP, Georgia","","","","","","","",""
"    Estimate","47,439","13,247","2,853","6,163","7,792","5,727","6,597","5,060"
"McDonough city, Georgia","","","","","","","",""
"    Estimate","26,769","6,728","2,545","3,758","4,375","3,290","3,726","2,347"
"Macon-Bibb County, Georgia","","","","","","","",""
"    Estimate","153,159","37,118","15,624","21,039","17,841","17,853","19,198","24,486"
"Marietta city, Georgia","","","","","","","",""
"    Estimate","60,865","11,749","6,645","8,683","10,471","6,342","7,105","9,870"
"Martinez CDP, Georgia","","","","","","","",""
"    Estimate","31,201","8,993","1,829","4,084","3,754","3,085","3,728","5,728"
"Milton city, Georgia","","","","","","","",""
"    Estimate","39,593","9,827","811","2,905","7,405","8,059","6,527","4,059"
"Newnan city, Georgia","","","","","","","",""
"    Estimate","41,585","10,296","3,406","5,365","5,974","5,562","4,986","5,996"
"Norcross city, Georgia","","","","","","","",""
"    Estimate","22,612","8,992","1,132","3,867","3,344","2,388","1,191","1,698"
"Peachtree City city, Georgia","","","","","","","",""
"    Estimate","36,232","9,367","2,320","1,993","5,066","5,642","4,561","7,283"
"Peachtree Corners city, Georgia","","","","","","","",""
"    Estimate","43,898","10,837","3,555","8,692","5,502","5,077","4,968","5,267"
"Pooler city, Georgia","","","","","","","",""
"    Estimate","25,698","6,640","1,913","4,997","4,520","3,819","1,929","1,880"
"Powder Springs city, Georgia","","","","","","","",""
"    Estimate","21,445","6,625","1,085","3,135","3,754","2,215","2,450","2,181"
"Redan CDP, Georgia","","","","","","","",""
"    Estimate","30,703","7,568","2,550","5,460","3,298","3,756","4,974","3,097"
"Rome city, Georgia","","","","","","","",""
"    Estimate","36,705","7,478","4,104","3,747","4,710","6,004","3,630","7,032"
"Roswell city, Georgia","","","","","","","",""
"    Estimate","94,747","21,810","7,183","11,582","13,277","13,279","13,355","14,261"
"Sandy Springs city, Georgia","","","","","","","",""
"    Estimate","109,466","20,364","8,301","21,449","18,864","13,843","12,619","14,026"
"Savannah city, Georgia","","","","","","","",""
"    Estimate","144,457","27,447","20,850","28,020","14,034","14,989","17,535","21,582"
"Smyrna city, Georgia","","","","","","","",""
"    Estimate","56,674","11,111","3,056","13,392","8,499","8,283","5,793","6,540"
"Snellville city, Georgia","","","","","","","",""
"    Estimate","24,874","4,954","928","2,996","2,126","3,976","5,091","4,803"
"South Fulton city, Georgia","","","","","","","",""
"    Estimate","99,152","25,667","8,805","15,303","13,069","13,033","10,144","13,131"
"Statesboro city, Georgia","","","","","","","",""
"    Estimate","32,958","3,611","16,420","4,826","1,393","2,295","2,186","2,227"
"Stockbridge city, Georgia","","","","","","","",""
"    Estimate","29,910","8,101","2,180","2,562","4,588","5,928","2,521","4,030"
"Stonecrest city, Georgia","","","","","","","",""
"    Estimate","54,894","15,382","4,456","7,998","5,515","7,781","8,365","5,397"
"Sugar Hill city, Georgia","","","","","","","",""
"    Estimate","24,626","8,866","1,500","1,762","4,465","4,133","2,679","1,221"
"Tucker city, Georgia","","","","","","","",""
"    Estimate","36,391","7,996","2,776","5,775","4,739","5,360","4,120","5,625"
"Union City city, Georgia","","","","","","","",""
"    Estimate","28,012","12,071","2,131","4,205","3,600","2,366","1,396","2,243"
"Valdosta city, Georgia","","","","","","","",""
"    Estimate","56,453","12,228","11,128","10,494","6,189","4,243","4,605","7,566"
"Warner Robins city, Georgia","","","","","","","",""
"    Estimate","77,421","21,122","8,196","11,826","10,769","9,570","6,888","9,050"
"Woodstock city, Georgia","","","","","","","",""
"    Estimate","33,035","7,432","2,058","4,203","4,586","6,513","3,678","4,565"
"East Honolulu CDP, Hawaii","","","","","","","",""
"    Estimate","45,762","8,281","3,281","3,962","4,432","6,345","6,649","12,812"
"Ewa Gentry CDP, Hawaii","","","","","","","",""
"    Estimate","25,153","6,461","1,518","5,435","4,375","2,512","2,680","2,172"
"Hilo CDP, Hawaii","","","","","","","",""
"    Estimate","41,125","8,039","3,229","4,414","4,606","4,376","6,522","9,939"
"Kahului CDP, Hawaii","","","","","","","",""
"    Estimate","29,421","5,490","2,597","3,404","5,461","3,382","3,623","5,464"
"Kailua CDP (Honolulu County), Hawaii","","","","","","","",""
"    Estimate","36,261","6,836","2,632","3,624","5,090","3,877","5,225","8,977"
"Kaneohe CDP, Hawaii","","","","","","","",""
"    Estimate","30,351","5,724","2,106","4,259","3,041","3,954","5,191","6,076"
"Kapolei CDP, Hawaii","","","","","","","",""
"    Estimate","23,274","8,361","1,394","3,652","3,645","2,303","2,244","1,675"
"Kihei CDP, Hawaii","","","","","","","",""
"    Estimate","22,770","4,090","1,080","1,905","4,914","3,648","3,001","4,132"
"Mililani Mauka CDP, Hawaii","","","","","","","",""
"    Estimate","20,045","4,800","1,310","3,252","2,284","3,641","2,700","2,058"
"Mililani Town CDP, Hawaii","","","","","","","",""
"    Estimate","28,363","5,742","1,635","4,110","3,763","3,244","4,219","5,650"
"Pearl City CDP, Hawaii","","","","","","","",""
"    Estimate","44,180","8,229","3,944","6,063","5,220","4,877","4,962","10,885"
"Urban Honolulu CDP, Hawaii","","","","","","","",""
"    Estimate","345,055","57,265","29,223","53,680","45,869","41,947","44,254","72,817"
"Waipahu CDP, Hawaii","","","","","","","",""
"    Estimate","42,910","9,234","3,324","4,795","5,131","6,506","5,167","8,753"
"Boise City city, Idaho","","","","","","","",""
"    Estimate","228,965","44,520","25,953","37,068","30,910","27,914","28,772","33,828"
"Caldwell city, Idaho","","","","","","","",""
"    Estimate","58,476","18,217","5,921","8,580","6,130","7,743","4,926","6,959"
"Coeur d'Alene city, Idaho","","","","","","","",""
"    Estimate","52,415","12,044","4,723","7,589","7,102","6,826","6,367","7,764"
"Eagle city, Idaho","","","","","","","",""
"    Estimate","29,788","7,128","1,042","1,743","3,711","4,055","5,851","6,258"
"Idaho Falls city, Idaho","","","","","","","",""
"    Estimate","62,893","18,780","5,213","9,421","7,681","6,678","6,906","8,214"
"Kuna city, Idaho","","","","","","","",""
"    Estimate","19,995","5,913","833","4,393","3,211","2,406","1,392","1,847"
"Lewiston city, Idaho","","","","","","","",""
"    Estimate","31,712","6,656","3,062","4,143","4,799","3,549","4,031","5,472"
"Meridian city, Idaho","","","","","","","",""
"    Estimate","114,161","34,696","7,893","13,726","18,323","15,039","10,640","13,844"
"Moscow city, Idaho","","","","","","","",""
"    Estimate","25,826","4,086","8,292","3,887","2,430","1,561","2,795","2,775"
"Nampa city, Idaho","","","","","","","",""
"    Estimate","99,276","26,131","11,522","15,242","13,106","8,616","9,652","15,007"
"Pocatello city, Idaho","","","","","","","",""
"    Estimate","56,623","14,597","6,539","8,960","7,491","5,333","5,899","7,804"
