"Label (Grouping)","Total:","Total:!!Under .50","Total:!!.50 to .99"
"    Estimate","849,341","69,299","65,144"
"Jeffersonville city, Indiana","","",""
"    Estimate","49,169","1,564","3,996"
"Kokomo city, Indiana","","",""
"    Estimate","52,970","1,991","5,980"
"Lafayette city, Indiana","","",""
"    Estimate","71,443","2,836","7,594"
"La Porte city, Indiana","","",""
"    Estimate","19,851","2,411","991"
"Lawrence city, Indiana","","",""
"    Estimate","49,255","1,845","909"
"Marion city, Indiana","","",""
"    Estimate","22,072","2,153","1,815"
"Merrillville town, Indiana","","",""
"    Estimate","32,983","2,948","2,413"
"Michigan City city, Indiana","","",""
"    Estimate","29,746","3,120","3,352"
"Mishawaka city, Indiana","","",""
"    Estimate","47,377","4,934","3,174"
"Muncie city, Indiana","","",""
"    Estimate","61,152","9,843","9,968"
"Munster town, Indiana","","",""
"    Estimate","21,061","888","725"
"New Albany city, Indiana","","",""
"    Estimate","36,596","4,172","3,507"
"Noblesville city, Indiana","","",""
"    Estimate","61,900","2,798","2,287"
"Plainfield town, Indiana","","",""
"    Estimate","34,130","1,527","1,619"
"Portage city, Indiana","","",""
"    Estimate","35,648","1,595","2,261"
"Richmond city, Indiana","","",""
"    Estimate","33,931","2,816","3,779"
"Schererville town, Indiana","","",""
"    Estimate","28,250","955","1,382"
"Seymour city, Indiana","","",""
"    Estimate","20,144","1,066","1,559"
"South Bend city, Indiana","","",""
"    Estimate","99,520","16,009","9,857"
"Terre Haute city, Indiana","","",""
"    Estimate","53,022","7,400","9,232"
"Valparaiso city, Indiana","","",""
"    Estimate","29,992","1,948","1,571"
"Westfield city, Indiana","","",""
"    Estimate","43,393","881","1,859"
"West Lafayette city, Indiana","","",""
"    Estimate","35,705","10,030","3,677"
"Zionsville town, Indiana","","",""
"    Estimate","28,160","732","1,333"
"Altoona city, Iowa","","",""
"    Estimate","19,416","291","536"
"Ames city, Iowa","","",""
"    Estimate","55,287","7,468","5,914"
"Ankeny city, Iowa","","",""
"    Estimate","66,537","1,188","1,482"
"Bettendorf city, Iowa","","",""
"    Estimate","36,287","759","985"
"Burlington city, Iowa","","",""
"    Estimate","26,257","2,945","3,159"
"Cedar Falls city, Iowa","","",""
"    Estimate","39,340","2,592","1,364"
"Cedar Rapids city, Iowa","","",""
"    Estimate","130,141","9,093","11,205"
"Clinton city, Iowa","","",""
"    Estimate","22,938","1,455","3,069"
"Coralville city, Iowa","","",""
"    Estimate","21,467","1,810","778"
"Council Bluffs city, Iowa","","",""
"    Estimate","60,191","2,911","4,130"
"Davenport city, Iowa","","",""
"    Estimate","98,737","5,722","9,756"
"Des Moines city, Iowa","","",""
"    Estimate","209,834","15,565","16,925"
"Dubuque city, Iowa","","",""
"    Estimate","54,623","5,026","3,882"
"Fort Dodge city, Iowa","","",""
"    Estimate","20,211","1,762","673"
"Iowa City city, Iowa","","",""
"    Estimate","69,200","10,578","7,351"
"Johnston city, Iowa","","",""
"    Estimate","","",""
"Marion city, Iowa","","",""
"    Estimate","39,439","469","3,042"
"Marshalltown city, Iowa","","",""
"    Estimate","26,350","2,403","3,406"
"Mason City city, Iowa","","",""
"    Estimate","25,896","1,032","826"
"Muscatine city, Iowa","","",""
"    Estimate","23,945","2,318","467"
"Ottumwa city, Iowa","","",""
"    Estimate","23,221","1,745","2,202"
"Sioux City city, Iowa","","",""
"    Estimate","80,452","5,849","5,452"
"Urbandale city, Iowa","","",""
"    Estimate","47,038","637","2,685"
"Waterloo city, Iowa","","",""
"    Estimate","66,719","4,458","6,441"
"Waukee city, Iowa","","",""
"    Estimate","","",""
"West Des Moines city, Iowa","","",""
"    Estimate","67,332","1,091","1,648"
"Derby city, Kansas","","",""
"    Estimate","27,333","828","1,054"
"Dodge City city, Kansas","","",""
"    Estimate","25,689","1,046","4,994"
"Emporia city, Kansas","","",""
"    Estimate","24,494","1,996","2,758"
"Garden City city, Kansas","","",""
"    Estimate","24,212","2,003","1,332"
"Gardner city, Kansas","","",""
"    Estimate","","",""
"Hays city, Kansas","","",""
"    Estimate","20,226","679","3,249"
"Hutchinson city, Kansas","","",""
"    Estimate","36,387","2,248","3,526"
"Kansas City city, Kansas","","",""
"    Estimate","151,356","11,713","21,881"
"Lawrence city, Kansas","","",""
"    Estimate","91,056","8,107","8,036"
"Leavenworth city, Kansas","","",""
"    Estimate","32,407","2,526","2,335"
"Leawood city, Kansas","","",""
"    Estimate","","",""
"Lenexa city, Kansas","","",""
"    Estimate","55,164","999","1,866"
"Manhattan city, Kansas","","",""
"    Estimate","49,206","6,689","6,911"
"Olathe city, Kansas","","",""
"    Estimate","138,177","2,133","6,636"
"Overland Park city, Kansas","","",""
"    Estimate","193,955","1,898","5,479"
"Prairie Village city, Kansas","","",""
"    Estimate","20,040","525","386"
"Salina city, Kansas","","",""
"    Estimate","44,925","2,215","4,199"
"Shawnee city, Kansas","","",""
"    Estimate","65,373","1,095","3,370"
"Topeka city, Kansas","","",""
"    Estimate","120,898","7,177","6,754"
"Wichita city, Kansas","","",""
"    Estimate","383,840","21,165","33,333"
"Ashland city, Kentucky","","",""
"    Estimate","21,175","2,422","2,697"
"Bowling Green city, Kentucky","","",""
"    Estimate","63,285","7,658","7,101"
"Covington city, Kentucky","","",""
"    Estimate","39,548","3,519","6,072"
"Elizabethtown city, Kentucky","","",""
"    Estimate","29,160","1,155","902"
"Florence city, Kentucky","","",""
"    Estimate","31,979","1,922","1,500"
"Frankfort city, Kentucky","","",""
"    Estimate","27,241","1,110","2,882"
"Georgetown city, Kentucky","","",""
"    Estimate","36,492","2,974","1,637"
"Henderson city, Kentucky","","",""
"    Estimate","28,194","3,901","2,659"
"Hopkinsville city, Kentucky","","",""
"    Estimate","28,935","3,062","3,527"
"Independence city, Kentucky","","",""
"    Estimate","28,438","144","802"
"Jeffersontown city, Kentucky","","",""
"    Estimate","27,477","988","712"
"Lexington-Fayette urban county, Kentucky","","",""
"    Estimate","310,470","21,390","26,908"
"Louisville/Jefferson County metro government (balance), Kentucky","","",""
"    Estimate","602,877","41,424","51,588"
"Madisonville city, Kentucky","","",""
"    Estimate","18,566","1,189","2,174"
"Nicholasville city, Kentucky","","",""
"    Estimate","29,862","1,439","2,194"
"Owensboro city, Kentucky","","",""
"    Estimate","58,037","5,152","7,734"
"Paducah city, Kentucky","","",""
"    Estimate","23,676","1,514","3,389"
"Radcliff city, Kentucky","","",""
"    Estimate","20,914","1,790","1,799"
"Richmond city, Kentucky","","",""
"    Estimate","31,330","4,679","3,982"
"Alexandria city, Louisiana","","",""
"    Estimate","44,669","4,098","8,421"
"Baton Rouge city, Louisiana","","",""
"    Estimate","212,220","24,962","25,273"
"Bossier City city, Louisiana","","",""
"    Estimate","65,698","7,493","6,966"
"Central city, Louisiana","","",""
"    Estimate","29,361","608","1,379"
"Chalmette CDP, Louisiana","","",""
"    Estimate","22,846","1,548","3,012"
"Hammond city, Louisiana","","",""
"    Estimate","20,341","4,952","2,909"
"Harvey CDP, Louisiana","","",""
"    Estimate","24,781","1,527","1,810"
"Houma city, Louisiana","","",""
"    Estimate","32,405","1,524","3,313"
"Kenner city, Louisiana","","",""
"    Estimate","66,005","2,372","3,971"
"Lafayette city, Louisiana","","",""
"    Estimate","121,656","10,292","12,349"
"Lake Charles city, Louisiana","","",""
"    Estimate","76,029","8,432","11,893"
"Laplace CDP, Louisiana","","",""
"    Estimate","26,412","2,462","712"
"Marrero CDP, Louisiana","","",""
"    Estimate","31,630","2,000","3,049"
"Metairie CDP, Louisiana","","",""
"    Estimate","129,681","7,647","11,914"
"Monroe city, Louisiana","","",""
"    Estimate","43,893","10,585","8,527"
"New Iberia city, Louisiana","","",""
"    Estimate","28,086","4,199","2,874"
"New Orleans city, Louisiana","","",""
"    Estimate","379,999","45,068","42,976"
"Prairieville CDP, Louisiana","","",""
"    Estimate","","",""
"Ruston city, Louisiana","","",""
"    Estimate","22,731","3,776","5,358"
"Shenandoah CDP, Louisiana","","",""
"    Estimate","","",""
"Shreveport city, Louisiana","","",""
"    Estimate","182,370","25,530","22,293"
"Slidell city, Louisiana","","",""
"    Estimate","26,936","791","2,588"
"Terrytown CDP, Louisiana","","",""
"    Estimate","29,050","2,769","2,091"
"Zachary city, Louisiana","","",""
"    Estimate","","",""
"Auburn city, Maine","","",""
"    Estimate","23,826","710","1,148"
"Bangor city, Maine","","",""
"    Estimate","30,374","1,314","2,085"
"Biddeford city, Maine","","",""
"    Estimate","21,644","720","2,023"
"Lewiston city, Maine","","",""
"    Estimate","34,107","2,021","2,492"
"Portland city, Maine","","",""
"    Estimate","64,894","3,037","4,753"
"Saco city, Maine","","",""
"    Estimate","22,100","157","1,105"
"Sanford city, Maine","","",""
"    Estimate","23,513","1,140","2,444"
"South Portland city, Maine","","",""
"    Estimate","24,055","429","915"
"Westbrook city, Maine","","",""
"    Estimate","20,607","1,782","2,247"
"Annapolis city, Maryland","","",""
"    Estimate","38,576","531","987"
"Arnold CDP, Maryland","","",""
"    Estimate","","",""
"Aspen Hill CDP, Maryland","","",""
"    Estimate","62,548","2,605","1,535"
"Ballenger Creek CDP, Maryland","","",""
"    Estimate","21,420","659","867"
"Baltimore city, Maryland","","",""
"    Estimate","570,960","60,266","55,206"
"Bel Air North CDP, Maryland","","",""
"    Estimate","30,665","307","372"
"Bel Air South CDP, Maryland","","",""
"    Estimate","51,277","1,013","934"
"Bethesda CDP, Maryland","","",""
"    Estimate","60,634","989","1,719"
"Bowie city, Maryland","","",""
"    Estimate","58,093","1,198","2,777"
"Carney CDP, Maryland","","",""
"    Estimate","30,607","2,844","427"
"Catonsville CDP, Maryland","","",""
"    Estimate","31,929","779","595"
"Chillum CDP, Maryland","","",""
"    Estimate","33,835","2,222","817"
"Clarksburg CDP, Maryland","","",""
"    Estimate","","",""
"Clinton CDP, Maryland","","",""
"    Estimate","37,672","585","1,589"
"Cockeysville CDP, Maryland","","",""
"    Estimate","20,374","613","1,865"
"College Park city, Maryland","","",""
"    Estimate","20,827","4,209","1,910"
"Columbia CDP, Maryland","","",""
"    Estimate","104,478","4,255","3,335"
"Crofton CDP, Maryland","","",""
"    Estimate","","",""
"Cumberland city, Maryland","","",""
"    Estimate","17,893","1,953","2,116"
"Dundalk CDP, Maryland","","",""
"    Estimate","60,986","4,356","3,413"
"Edgewood CDP, Maryland","","",""
"    Estimate","26,834","3,445","1,088"
"Eldersburg CDP, Maryland","","",""
"    Estimate","","",""
"Elkridge CDP, Maryland","","",""
"    Estimate","","",""
"Ellicott City CDP, Maryland","","",""
"    Estimate","72,305","1,926","664"
"Essex CDP, Maryland","","",""
"    Estimate","38,111","863","2,370"
"Fairland CDP, Maryland","","",""
"    Estimate","28,822","4,413","1,398"
"Fort Washington CDP, Maryland","","",""
"    Estimate","","",""
"Frederick city, Maryland","","",""
"    Estimate","70,249","1,496","4,276"
"Gaithersburg city, Maryland","","",""
"    Estimate","67,454","2,680","4,221"
"Germantown CDP, Maryland","","",""
"    Estimate","83,703","4,014","1,283"
"Glen Burnie CDP, Maryland","","",""
"    Estimate","74,363","2,579","3,082"
"Greenbelt city, Maryland","","",""
"    Estimate","24,746","1,432","1,169"
"Hagerstown city, Maryland","","",""
"    Estimate","39,468","2,983","7,958"
"Ilchester CDP, Maryland","","",""
"    Estimate","","",""
"Landover CDP, Maryland","","",""
"    Estimate","24,367","2,464","1,988"
"Langley Park CDP, Maryland","","",""
"    Estimate","24,892","1,810","2,925"
"Laurel city, Maryland","","",""
"    Estimate","25,494","748","725"
"Lochearn CDP, Maryland","","",""
"    Estimate","29,101","405","2,497"
"Maryland City CDP, Maryland","","",""
"    Estimate","","",""
"Middle River CDP, Maryland","","",""
"    Estimate","23,811","1,593","1,578"
"Milford Mill CDP, Maryland","","",""
"    Estimate","29,618","1,413","648"
"Montgomery Village CDP, Maryland","","",""
"    Estimate","30,480","1,629","540"
"North Bethesda CDP, Maryland","","",""
"    Estimate","43,713","1,396","1,531"
"North Laurel CDP, Maryland","","",""
"    Estimate","24,466","600","686"
"North Potomac CDP, Maryland","","",""
"    Estimate","23,086","717","240"
"Odenton CDP, Maryland","","",""
"    Estimate","44,217","428","601"
"Olney CDP, Maryland","","",""
"    Estimate","35,200","457","836"
"Owings Mills CDP, Maryland","","",""
"    Estimate","28,411","416","620"
"Parkville CDP, Maryland","","",""
"    Estimate","31,884","1,430","487"
"Pasadena CDP, Maryland","","",""
"    Estimate","34,045","548","2,144"
"Perry Hall CDP, Maryland","","",""
"    Estimate","25,031","937","911"
"Pikesville CDP, Maryland","","",""
"    Estimate","32,487","1,286","1,217"
"Potomac CDP, Maryland","","",""
"    Estimate","49,826","921","989"
"Randallstown CDP, Maryland","","",""
"    Estimate","34,803","2,939","1,821"
"Reisterstown CDP, Maryland","","",""
"    Estimate","29,081","2,778","1,307"
"Rockville city, Maryland","","",""
"    Estimate","67,391","2,131","2,992"
"Rosedale CDP, Maryland","","",""
"    Estimate","22,934","680","882"
"Salisbury city, Maryland","","",""
"    Estimate","31,185","6,093","2,750"
"Severn CDP, Maryland","","",""
"    Estimate","46,401","664","373"
"Severna Park CDP, Maryland","","",""
"    Estimate","38,033","116","894"
"Silver Spring CDP, Maryland","","",""
"    Estimate","82,096","5,103","2,692"
"South Laurel CDP, Maryland","","",""
"    Estimate","23,905","438","576"
