"Label (Grouping)","Total:","Total:!!9th to 12th grade, no diploma","Total:!!High school graduate (includes equivalency)","Total:!!Bachelor's degree","Total:!!Graduate or professional degree"
"Skokie village, Illinois","","","","",""
"    Estimate","43,562","1,866","9,036","11,991","7,561"
"South Elgin village, Illinois","","","","",""
"    Estimate","19,377","1,613","4,632","5,403","2,089"
"South Holland village, Illinois","","","","",""
"    Estimate","16,130","777","3,865","3,105","2,201"
"Springfield city, Illinois","","","","",""
"    Estimate","79,081","4,689","21,630","16,605","10,283"
"Streamwood village, Illinois","","","","",""
"    Estimate","28,353","1,875","8,517","6,500","3,048"
"Tinley Park village, Illinois","","","","",""
"    Estimate","44,671","591","9,798","13,224","7,449"
"Urbana city, Illinois","","","","",""
"    Estimate","21,916","401","4,055","5,132","8,000"
"Vernon Hills village, Illinois","","","","",""
"    Estimate","17,746","559","2,322","5,411","5,867"
"Villa Park village, Illinois","","","","",""
"    Estimate","13,425","256","3,859","3,351","1,622"
"Waukegan city, Illinois","","","","",""
"    Estimate","53,465","4,955","14,756","6,128","3,465"
"West Chicago city, Illinois","","","","",""
"    Estimate","14,139","935","4,292","2,316","1,448"
"Westmont village, Illinois","","","","",""
"    Estimate","20,422","393","3,883","5,760","3,700"
"Wheaton city, Illinois","","","","",""
"    Estimate","35,358","410","3,477","14,535","9,403"
"Wheeling village, Illinois","","","","",""
"    Estimate","27,593","1,920","5,900","7,699","4,897"
"Wilmette village, Illinois","","","","",""
"    Estimate","17,916","293","938","6,263","8,840"
"Woodridge village, Illinois","","","","",""
"    Estimate","22,241","1,161","3,659","7,395","4,230"
"Woodstock city, Illinois","","","","",""
"    Estimate","17,555","872","4,859","3,139","2,607"
"Zion city, Illinois","","","","",""
"    Estimate","16,220","1,757","5,807","1,881","655"
"Anderson city, Indiana","","","","",""
"    Estimate","37,596","4,845","15,040","3,806","1,693"
"Bloomington city, Indiana","","","","",""
"    Estimate","39,792","1,087","7,724","10,652","12,032"
"Brownsburg town, Indiana","","","","",""
"    Estimate","19,631","368","3,357","6,732","3,119"
"Carmel city, Indiana","","","","",""
"    Estimate","66,518","855","5,071","25,135","25,042"
"Clarksville town, Indiana","","","","",""
"    Estimate","16,360","1,166","5,327","2,756","888"
"Columbus city, Indiana","","","","",""
"    Estimate","33,631","1,224","9,458","7,879","6,542"
"Crown Point city, Indiana","","","","",""
"    Estimate","22,631","958","6,448","4,783","3,925"
"East Chicago city, Indiana","","","","",""
"    Estimate","18,467","2,116","7,684","1,016","662"
"Elkhart city, Indiana","","","","",""
"    Estimate","35,156","2,909","14,778","3,945","1,467"
"Evansville city, Indiana","","","","",""
"    Estimate","79,603","7,397","29,984","11,198","5,393"
"Fishers city, Indiana","","","","",""
"    Estimate","62,187","303","7,111","25,575","14,346"
"Fort Wayne city, Indiana","","","","",""
"    Estimate","171,212","11,683","48,301","31,894","15,301"
"Franklin city, Indiana","","","","",""
"    Estimate","17,101","995","6,605","2,559","1,050"
"Gary city, Indiana","","","","",""
"    Estimate","46,395","4,171","17,932","3,949","2,533"
"Goshen city, Indiana","","","","",""
"    Estimate","21,563","1,595","7,826","4,030","1,893"
"Granger CDP, Indiana","","","","",""
"    Estimate","22,972","407","4,099","7,454","4,489"
"Greenfield city, Indiana","","","","",""
"    Estimate","17,083","1,119","6,472","1,759","2,000"
"Greenwood city, Indiana","","","","",""
"    Estimate","38,079","1,883","13,865","7,794","2,906"
"Hammond city, Indiana","","","","",""
"    Estimate","51,358","5,123","21,289","5,171","1,525"
"Highland town, Indiana","","","","",""
"    Estimate","18,297","591","5,184","3,703","1,894"
"Hobart city, Indiana","","","","",""
"    Estimate","18,911","1,054","6,745","3,436","1,320"
"Indianapolis city (balance), Indiana","","","","",""
"    Estimate","573,197","51,330","170,600","112,551","64,470"
"Jeffersonville city, Indiana","","","","",""
"    Estimate","34,131","2,201","11,263","5,289","2,273"
"Kokomo city, Indiana","","","","",""
"    Estimate","39,209","2,957","14,329","3,842","2,036"
"Lafayette city, Indiana","","","","",""
"    Estimate","48,980","3,774","16,611","7,604","5,129"
"La Porte city, Indiana","","","","",""
"    Estimate","13,894","1,099","5,084","2,192","723"
"Lawrence city, Indiana","","","","",""
"    Estimate","33,955","2,008","10,282","8,828","3,374"
"Marion city, Indiana","","","","",""
"    Estimate","17,100","1,108","6,660","1,714","1,327"
"Merrillville town, Indiana","","","","",""
"    Estimate","23,564","1,558","10,694","3,248","1,480"
"Michigan City city, Indiana","","","","",""
"    Estimate","22,479","2,337","9,879","2,006","1,100"
"Mishawaka city, Indiana","","","","",""
"    Estimate","32,951","2,437","12,284","5,320","3,207"
"Muncie city, Indiana","","","","",""
"    Estimate","38,598","2,405","16,601","4,030","4,677"
"Munster town, Indiana","","","","",""
"    Estimate","15,178","608","3,977","4,350","2,258"
"New Albany city, Indiana","","","","",""
"    Estimate","25,699","2,148","9,982","3,570","1,688"
"Noblesville city, Indiana","","","","",""
"    Estimate","40,854","1,236","6,790","15,941","7,632"
"Plainfield town, Indiana","","","","",""
"    Estimate","24,620","677","8,448","5,142","3,174"
"Portage city, Indiana","","","","",""
"    Estimate","24,409","614","12,775","3,106","604"
"Richmond city, Indiana","","","","",""
"    Estimate","23,793","1,737","7,951","2,735","1,789"
"Schererville town, Indiana","","","","",""
"    Estimate","20,119","222","5,149","4,045","2,540"
"Seymour city, Indiana","","","","",""
"    Estimate","14,812","908","5,816","2,474","666"
"South Bend city, Indiana","","","","",""
"    Estimate","65,683","7,002","20,238","9,859","8,190"
"Terre Haute city, Indiana","","","","",""
"    Estimate","35,889","2,649","13,184","4,493","2,932"
"Valparaiso city, Indiana","","","","",""
"    Estimate","21,819","496","6,427","5,889","3,438"
"Westfield city, Indiana","","","","",""
"    Estimate","29,828","785","3,494","13,355","4,944"
"West Lafayette city, Indiana","","","","",""
"    Estimate","15,110","775","1,866","3,871","6,310"
"Zionsville town, Indiana","","","","",""
"    Estimate","18,501","480","1,799","6,533","5,318"
"Altoona city, Iowa","","","","",""
"    Estimate","11,248","170","2,952","3,116","665"
"Ames city, Iowa","","","","",""
"    Estimate","33,249","343","3,734","10,289","9,947"
"Ankeny city, Iowa","","","","",""
"    Estimate","42,790","461","6,439","15,936","6,951"
"Bettendorf city, Iowa","","","","",""
"    Estimate","25,092","323","4,143","7,926","5,575"
"Burlington city, Iowa","","","","",""
"    Estimate","18,799","757","7,822","2,522","1,012"
"Cedar Falls city, Iowa","","","","",""
"    Estimate","24,220","453","4,960","6,827","4,893"
"Cedar Rapids city, Iowa","","","","",""
"    Estimate","91,093","4,899","24,477","20,484","8,404"
"Clinton city, Iowa","","","","",""
"    Estimate","16,657","1,329","7,148","2,140","882"
"Coralville city, Iowa","","","","",""
"    Estimate","13,944","772","1,906","4,766","4,039"
"Council Bluffs city, Iowa","","","","",""
"    Estimate","42,390","3,215","13,328","6,641","2,834"
"Davenport city, Iowa","","","","",""
"    Estimate","69,611","4,376","19,898","11,930","6,277"
"Des Moines city, Iowa","","","","",""
"    Estimate","143,461","9,577","41,092","27,053","11,967"
"Dubuque city, Iowa","","","","",""
"    Estimate","38,932","1,510","13,435","8,760","4,322"
"Fort Dodge city, Iowa","","","","",""
"    Estimate","16,375","1,439","5,695","2,110","852"
"Iowa City city, Iowa","","","","",""
"    Estimate","40,976","886","5,213","12,353","13,112"
"Johnston city, Iowa","","","","",""
"    Estimate","13,904","40","2,469","4,918","2,475"
"Marion city, Iowa","","","","",""
"    Estimate","28,893","528","9,258","6,784","3,930"
"Marshalltown city, Iowa","","","","",""
"    Estimate","17,935","1,512","6,570","2,604","949"
"Mason City city, Iowa","","","","",""
"    Estimate","19,476","1,051","6,283","3,069","1,720"
"Muscatine city, Iowa","","","","",""
"    Estimate","16,525","1,226","6,727","2,316","674"
"Ottumwa city, Iowa","","","","",""
"    Estimate","16,328","1,708","5,770","1,355","1,601"
"Sioux City city, Iowa","","","","",""
"    Estimate","52,996","3,870","17,904","6,800","3,285"
"Urbandale city, Iowa","","","","",""
"    Estimate","32,372","652","5,309","11,687","5,013"
"Waterloo city, Iowa","","","","",""
"    Estimate","45,316","2,828","17,220","7,740","3,179"
"Waukee city, Iowa","","","","",""
"    Estimate","14,829","131","1,653","6,542","2,181"
"West Des Moines city, Iowa","","","","",""
"    Estimate","49,657","1,371","7,895","17,821","8,901"
"Derby city, Kansas","","","","",""
"    Estimate","16,609","706","3,168","4,674","2,112"
"Dodge City city, Kansas","","","","",""
"    Estimate","15,676","1,670","4,592","1,860","748"
"Emporia city, Kansas","","","","",""
"    Estimate","15,258","1,040","4,874","2,335","1,553"
"Garden City city, Kansas","","","","",""
"    Estimate","14,200","1,959","2,982","1,874","1,161"
"Gardner city, Kansas","","","","",""
"    Estimate","13,184","667","2,739","3,711","1,825"
"Hays city, Kansas","","","","",""
"    Estimate","12,581","230","3,099","2,884","2,228"
"Hutchinson city, Kansas","","","","",""
"    Estimate","25,718","1,406","6,872","3,709","2,289"
"Kansas City city, Kansas","","","","",""
"    Estimate","97,492","9,830","31,872","11,557","7,236"
"Lawrence city, Kansas","","","","",""
"    Estimate","54,926","2,110","10,361","17,296","11,128"
"Leavenworth city, Kansas","","","","",""
"    Estimate","22,254","988","7,517","3,214","2,903"
"Leawood city, Kansas","","","","",""
"    Estimate","25,065","105","1,013","11,623","8,954"
"Lenexa city, Kansas","","","","",""
"    Estimate","40,585","955","6,720","14,370","8,644"
"Manhattan city, Kansas","","","","",""
"    Estimate","26,534","743","3,802","7,010","6,204"
"Olathe city, Kansas","","","","",""
"    Estimate","89,789","2,746","15,229","27,851","15,728"
"Overland Park city, Kansas","","","","",""
"    Estimate","134,846","2,290","17,008","49,124","33,646"
"Prairie Village city, Kansas","","","","",""
"    Estimate","15,065","151","1,041","7,066","3,877"
"Salina city, Kansas","","","","",""
"    Estimate","31,606","1,816","8,262","6,174","3,517"
"Shawnee city, Kansas","","","","",""
"    Estimate","45,006","961","10,258","13,658","6,425"
"Topeka city, Kansas","","","","",""
"    Estimate","84,788","4,882","26,548","16,415","8,503"
"Wichita city, Kansas","","","","",""
"    Estimate","254,433","17,830","68,974","51,316","27,164"
"Ashland city, Kentucky","","","","",""
"    Estimate","14,602","1,221","4,796","1,380","1,943"
"Bowling Green city, Kentucky","","","","",""
"    Estimate","38,358","2,076","9,152","7,608","5,097"
"Covington city, Kentucky","","","","",""
"    Estimate","27,938","2,476","8,691","4,802","2,881"
"Elizabethtown city, Kentucky","","","","",""
"    Estimate","22,328","1,323","5,869","4,908","2,441"
"Florence city, Kentucky","","","","",""
"    Estimate","22,486","893","6,498","3,116","2,060"
"Frankfort city, Kentucky","","","","",""
"    Estimate","19,114","1,239","5,975","3,183","2,552"
"Georgetown city, Kentucky","","","","",""
"    Estimate","23,991","1,016","7,145","3,500","1,765"
"Henderson city, Kentucky","","","","",""
"    Estimate","21,385","2,113","9,586","1,973","1,470"
"Hopkinsville city, Kentucky","","","","",""
"    Estimate","21,335","1,928","6,730","4,246","1,016"
"Independence city, Kentucky","","","","",""
"    Estimate","19,569","714","6,533","3,154","1,563"
"Jeffersontown city, Kentucky","","","","",""
"    Estimate","17,711","422","3,674","3,815","3,193"
"Lexington-Fayette urban county, Kentucky","","","","",""
"    Estimate","211,577","9,352","44,780","52,172","42,980"
"Louisville/Jefferson County metro government (balance), Kentucky","","","","",""
"    Estimate","426,602","27,070","122,507","84,202","51,998"
"Madisonville city, Kentucky","","","","",""
"    Estimate","13,982","1,139","5,575","944","1,243"
"Nicholasville city, Kentucky","","","","",""
"    Estimate","18,029","1,105","4,999","3,491","1,633"
"Owensboro city, Kentucky","","","","",""
"    Estimate","39,729","3,726","11,525","5,844","4,235"
"Paducah city, Kentucky","","","","",""
"    Estimate","17,797","1,608","5,243","2,215","2,038"
"Radcliff city, Kentucky","","","","",""
"    Estimate","14,763","1,239","4,919","1,545","465"
"Richmond city, Kentucky","","","","",""
"    Estimate","18,299","1,137","5,943","3,498","2,381"
"Alexandria city, Louisiana","","","","",""
"    Estimate","30,678","3,854","9,779","3,240","2,392"
"Baton Rouge city, Louisiana","","","","",""
"    Estimate","137,948","11,184","42,825","26,723","17,508"
"Bossier City city, Louisiana","","","","",""
"    Estimate","45,665","2,839","16,231","5,754","3,418"
"Central city, Louisiana","","","","",""
"    Estimate","18,131","1,147","6,168","3,404","1,247"
"Chalmette CDP, Louisiana","","","","",""
"    Estimate","15,264","2,105","3,150","1,210","959"
"Hammond city, Louisiana","","","","",""
"    Estimate","11,968","1,258","2,718","3,129","1,380"
"Harvey CDP, Louisiana","","","","",""
"    Estimate","15,159","1,343","5,692","1,636","405"
"Houma city, Louisiana","","","","",""
"    Estimate","22,692","2,348","7,697","2,796","1,239"
"Kenner city, Louisiana","","","","",""
"    Estimate","47,435","3,894","15,102","9,539","3,920"
"Lafayette city, Louisiana","","","","",""
"    Estimate","84,260","4,146","23,025","21,502","11,252"
"Lake Charles city, Louisiana","","","","",""
"    Estimate","54,390","6,118","16,739","8,566","5,930"
"Laplace CDP, Louisiana","","","","",""
"    Estimate","17,746","1,951","5,638","2,939","1,254"
"Marrero CDP, Louisiana","","","","",""
