"Label (Grouping)","Total:","Total:!!Occupied","Total:!!Vacant"
"Zion city, Illinois","","",""
"    Estimate","9,597","8,443","1,154"
"Anderson city, Indiana","","",""
"    Estimate","28,290","22,756","5,534"
"Bloomington city, Indiana","","",""
"    Estimate","35,311","30,072","5,239"
"Brownsburg town, Indiana","","",""
"    Estimate","11,361","10,690","671"
"Carmel city, Indiana","","",""
"    Estimate","41,289","38,677","2,612"
"Clarksville town, Indiana","","",""
"    Estimate","10,629","9,019","1,610"
"Columbus city, Indiana","","",""
"    Estimate","21,604","19,035","2,569"
"Crown Point city, Indiana","","",""
"    Estimate","12,266","12,034","232"
"East Chicago city, Indiana","","",""
"    Estimate","14,640","11,459","3,181"
"Elkhart city, Indiana","","",""
"    Estimate","24,726","20,308","4,418"
"Evansville city, Indiana","","",""
"    Estimate","58,353","50,692","7,661"
"Fishers city, Indiana","","",""
"    Estimate","35,940","34,846","1,094"
"Fort Wayne city, Indiana","","",""
"    Estimate","116,436","105,414","11,022"
"Franklin city, Indiana","","",""
"    Estimate","9,858","9,243","615"
"Gary city, Indiana","","",""
"    Estimate","41,170","29,466","11,704"
"Goshen city, Indiana","","",""
"    Estimate","13,656","12,235","1,421"
"Granger CDP, Indiana","","",""
"    Estimate","11,655","11,421","234"
"Greenfield city, Indiana","","",""
"    Estimate","11,043","10,056","987"
"Greenwood city, Indiana","","",""
"    Estimate","25,812","22,471","3,341"
"Hammond city, Indiana","","",""
"    Estimate","32,053","29,402","2,651"
"Highland town, Indiana","","",""
"    Estimate","10,239","9,772","467"
"Hobart city, Indiana","","",""
"    Estimate","12,219","11,086","1,133"
"Indianapolis city (balance), Indiana","","",""
"    Estimate","384,807","340,639","44,168"
"Jeffersonville city, Indiana","","",""
"    Estimate","21,655","18,018","3,637"
"Kokomo city, Indiana","","",""
"    Estimate","29,130","24,392","4,738"
"Lafayette city, Indiana","","",""
"    Estimate","34,567","33,086","1,481"
"La Porte city, Indiana","","",""
"    Estimate","9,328","8,630","698"
"Lawrence city, Indiana","","",""
"    Estimate","21,270","19,833","1,437"
"Marion city, Indiana","","",""
"    Estimate","13,356","10,936","2,420"
"Merrillville town, Indiana","","",""
"    Estimate","14,884","14,197","687"
"Michigan City city, Indiana","","",""
"    Estimate","15,931","13,669","2,262"
"Mishawaka city, Indiana","","",""
"    Estimate","23,422","21,320","2,102"
"Muncie city, Indiana","","",""
"    Estimate","31,319","26,772","4,547"
"Munster town, Indiana","","",""
"    Estimate","8,867","8,257","610"
"New Albany city, Indiana","","",""
"    Estimate","17,732","14,435","3,297"
"Noblesville city, Indiana","","",""
"    Estimate","25,169","22,515","2,654"
"Plainfield town, Indiana","","",""
"    Estimate","13,178","12,798","380"
"Portage city, Indiana","","",""
"    Estimate","15,966","14,886","1,080"
"Richmond city, Indiana","","",""
"    Estimate","18,305","15,465","2,840"
"Schererville town, Indiana","","",""
"    Estimate","11,150","10,590","560"
"Seymour city, Indiana","","",""
"    Estimate","9,332","8,184","1,148"
"South Bend city, Indiana","","",""
"    Estimate","48,551","41,196","7,355"
"Terre Haute city, Indiana","","",""
"    Estimate","27,421","23,148","4,273"
"Valparaiso city, Indiana","","",""
"    Estimate","14,827","13,360","1,467"
"Westfield city, Indiana","","",""
"    Estimate","17,454","17,131","323"
"West Lafayette city, Indiana","","",""
"    Estimate","15,758","14,196","1,562"
"Zionsville town, Indiana","","",""
"    Estimate","10,907","10,325","582"
"Altoona city, Iowa","","",""
"    Estimate","7,531","7,128","403"
"Ames city, Iowa","","",""
"    Estimate","27,881","26,347","1,534"
"Ankeny city, Iowa","","",""
"    Estimate","26,869","26,150","719"
"Bettendorf city, Iowa","","",""
"    Estimate","16,010","14,382","1,628"
"Burlington city, Iowa","","",""
"    Estimate","13,186","11,798","1,388"
"Cedar Falls city, Iowa","","",""
"    Estimate","16,487","15,222","1,265"
"Cedar Rapids city, Iowa","","",""
"    Estimate","62,321","57,947","4,374"
"Clinton city, Iowa","","",""
"    Estimate","11,941","10,326","1,615"
"Coralville city, Iowa","","",""
"    Estimate","9,185","9,137","48"
"Council Bluffs city, Iowa","","",""
"    Estimate","27,407","25,053","2,354"
"Davenport city, Iowa","","",""
"    Estimate","45,109","41,123","3,986"
"Des Moines city, Iowa","","",""
"    Estimate","97,182","91,045","6,137"
"Dubuque city, Iowa","","",""
"    Estimate","26,573","23,579","2,994"
"Fort Dodge city, Iowa","","",""
"    Estimate","11,445","10,948","497"
"Iowa City city, Iowa","","",""
"    Estimate","36,245","32,850","3,395"
"Johnston city, Iowa","","",""
"    Estimate","9,094","8,583","511"
"Marion city, Iowa","","",""
"    Estimate","16,472","16,421","51"
"Marshalltown city, Iowa","","",""
"    Estimate","11,792","10,726","1,066"
"Mason City city, Iowa","","",""
"    Estimate","13,652","12,810","842"
"Muscatine city, Iowa","","",""
"    Estimate","11,271","9,976","1,295"
"Ottumwa city, Iowa","","",""
"    Estimate","11,302","10,433","869"
"Sioux City city, Iowa","","",""
"    Estimate","34,316","31,968","2,348"
"Urbandale city, Iowa","","",""
"    Estimate","18,305","17,881","424"
"Waterloo city, Iowa","","",""
"    Estimate","31,872","27,914","3,958"
"Waukee city, Iowa","","",""
"    Estimate","8,722","8,457","265"
"West Des Moines city, Iowa","","",""
"    Estimate","32,466","30,464","2,002"
"Derby city, Kansas","","",""
"    Estimate","10,546","10,197","349"
"Dodge City city, Kansas","","",""
"    Estimate","9,375","8,840","535"
"Emporia city, Kansas","","",""
"    Estimate","11,568","9,807","1,761"
"Garden City city, Kansas","","",""
"    Estimate","9,839","9,106","733"
"Gardner city, Kansas","","",""
"    Estimate","8,155","7,437","718"
"Hays city, Kansas","","",""
"    Estimate","9,872","8,835","1,037"
"Hutchinson city, Kansas","","",""
"    Estimate","18,028","15,604","2,424"
"Kansas City city, Kansas","","",""
"    Estimate","63,751","56,873","6,878"
"Lawrence city, Kansas","","",""
"    Estimate","42,413","39,442","2,971"
"Leavenworth city, Kansas","","",""
"    Estimate","14,178","12,177","2,001"
"Leawood city, Kansas","","",""
"    Estimate","14,129","12,964","1,165"
"Lenexa city, Kansas","","",""
"    Estimate","24,519","22,329","2,190"
"Manhattan city, Kansas","","",""
"    Estimate","25,164","20,061","5,103"
"Olathe city, Kansas","","",""
"    Estimate","51,710","49,971","1,739"
"Overland Park city, Kansas","","",""
"    Estimate","84,858","79,436","5,422"
"Prairie Village city, Kansas","","",""
"    Estimate","9,842","9,232","610"
"Salina city, Kansas","","",""
"    Estimate","21,226","18,711","2,515"
"Shawnee city, Kansas","","",""
"    Estimate","25,834","24,678","1,156"
"Topeka city, Kansas","","",""
"    Estimate","60,013","54,066","5,947"
"Wichita city, Kansas","","",""
"    Estimate","172,738","153,454","19,284"
"Ashland city, Kentucky","","",""
"    Estimate","10,720","8,162","2,558"
"Bowling Green city, Kentucky","","",""
"    Estimate","30,968","27,178","3,790"
"Covington city, Kentucky","","",""
"    Estimate","20,252","17,473","2,779"
"Elizabethtown city, Kentucky","","",""
"    Estimate","15,590","13,512","2,078"
"Florence city, Kentucky","","",""
"    Estimate","14,052","13,480","572"
"Frankfort city, Kentucky","","",""
"    Estimate","13,535","12,741","794"
"Georgetown city, Kentucky","","",""
"    Estimate","15,549","14,701","848"
"Henderson city, Kentucky","","",""
"    Estimate","14,083","13,165","918"
"Hopkinsville city, Kentucky","","",""
"    Estimate","15,167","13,523","1,644"
"Independence city, Kentucky","","",""
"    Estimate","10,281","10,128","153"
"Jeffersontown city, Kentucky","","",""
"    Estimate","10,650","10,342","308"
"Lexington-Fayette urban county, Kentucky","","",""
"    Estimate","144,089","131,929","12,160"
"Louisville/Jefferson County metro government (balance), Kentucky","","",""
"    Estimate","282,781","252,784","29,997"
"Madisonville city, Kentucky","","",""
"    Estimate","9,775","8,560","1,215"
"Nicholasville city, Kentucky","","",""
"    Estimate","11,080","10,310","770"
"Owensboro city, Kentucky","","",""
"    Estimate","27,310","25,351","1,959"
"Paducah city, Kentucky","","",""
"    Estimate","14,163","12,009","2,154"
"Radcliff city, Kentucky","","",""
"    Estimate","10,291","8,728","1,563"
"Richmond city, Kentucky","","",""
"    Estimate","15,344","13,682","1,662"
"Alexandria city, Louisiana","","",""
"    Estimate","20,387","17,256","3,131"
"Baton Rouge city, Louisiana","","",""
"    Estimate","104,145","82,097","22,048"
"Bossier City city, Louisiana","","",""
"    Estimate","31,386","26,677","4,709"
"Central city, Louisiana","","",""
"    Estimate","11,060","9,638","1,422"
"Chalmette CDP, Louisiana","","",""
"    Estimate","9,104","7,786","1,318"
"Hammond city, Louisiana","","",""
"    Estimate","8,758","7,396","1,362"
"Harvey CDP, Louisiana","","",""
"    Estimate","8,995","8,740","255"
"Houma city, Louisiana","","",""
"    Estimate","14,071","12,641","1,430"
"Kenner city, Louisiana","","",""
"    Estimate","28,369","26,151","2,218"
"Lafayette city, Louisiana","","",""
"    Estimate","59,431","52,267","7,164"
"Lake Charles city, Louisiana","","",""
"    Estimate","39,289","32,614","6,675"
"Laplace CDP, Louisiana","","",""
"    Estimate","11,512","10,326","1,186"
"Marrero CDP, Louisiana","","",""
"    Estimate","13,583","12,382","1,201"
"Metairie CDP, Louisiana","","",""
"    Estimate","61,354","56,421","4,933"
"Monroe city, Louisiana","","",""
"    Estimate","21,532","18,719","2,813"
"New Iberia city, Louisiana","","",""
"    Estimate","13,004","10,260","2,744"
"New Orleans city, Louisiana","","",""
"    Estimate","192,236","151,753","40,483"
"Prairieville CDP, Louisiana","","",""
"    Estimate","11,187","10,708","479"
"Ruston city, Louisiana","","",""
"    Estimate","10,335","8,773","1,562"
"Shenandoah CDP, Louisiana","","",""
"    Estimate","8,583","8,113","470"
"Shreveport city, Louisiana","","",""
"    Estimate","91,088","73,114","17,974"
"Slidell city, Louisiana","","",""
"    Estimate","10,668","9,390","1,278"
"Terrytown CDP, Louisiana","","",""
"    Estimate","9,981","9,938","43"
"Zachary city, Louisiana","","",""
"    Estimate","7,142","6,703","439"
"Auburn city, Maine","","",""
"    Estimate","11,739","11,180","559"
"Bangor city, Maine","","",""
"    Estimate","14,692","13,006","1,686"
"Biddeford city, Maine","","",""
"    Estimate","10,973","9,775","1,198"
"Lewiston city, Maine","","",""
"    Estimate","15,325","14,133","1,192"
"Portland city, Maine","","",""
"    Estimate","34,035","30,900","3,135"
"Saco city, Maine","","",""
"    Estimate","9,440","9,077","363"
"Sanford city, Maine","","",""
"    Estimate","10,673","10,008","665"
"South Portland city, Maine","","",""
"    Estimate","12,044","11,293","751"
"Westbrook city, Maine","","",""
"    Estimate","8,841","8,356","485"
"Annapolis city, Maryland","","",""
"    Estimate","15,466","14,376","1,090"
"Arnold CDP, Maryland","","",""
"    Estimate","8,127","7,646","481"
"Aspen Hill CDP, Maryland","","",""
"    Estimate","19,195","18,171","1,024"
"Ballenger Creek CDP, Maryland","","",""
"    Estimate","8,404","7,605","799"
"Baltimore city, Maryland","","",""
"    Estimate","293,877","242,694","51,183"
"Bel Air North CDP, Maryland","","",""
"    Estimate","11,396","11,014","382"
"Bel Air South CDP, Maryland","","",""
"    Estimate","21,309","20,878","431"
"Bethesda CDP, Maryland","","",""
"    Estimate","26,946","25,189","1,757"
"Bowie city, Maryland","","",""
"    Estimate","21,902","21,342","560"
"Carney CDP, Maryland","","",""
"    Estimate","14,794","13,604","1,190"
"Catonsville CDP, Maryland","","",""
"    Estimate","14,468","13,761","707"
"Chillum CDP, Maryland","","",""
"    Estimate","9,734","9,414","320"
"Clarksburg CDP, Maryland","","",""
"    Estimate","7,094","6,540","554"
"Clinton CDP, Maryland","","",""
"    Estimate","13,001","12,283","718"
"Cockeysville CDP, Maryland","","",""
"    Estimate","10,242","9,196","1,046"
"College Park city, Maryland","","",""
"    Estimate","8,715","7,757","958"
"Columbia CDP, Maryland","","",""
"    Estimate","42,751","39,629","3,122"
"Crofton CDP, Maryland","","",""
"    Estimate","10,875","10,803","72"
"Cumberland city, Maryland","","",""
"    Estimate","10,895","8,889","2,006"
"Dundalk CDP, Maryland","","",""
"    Estimate","24,937","22,218","2,719"
"Edgewood CDP, Maryland","","",""
"    Estimate","10,125","9,415","710"
"Eldersburg CDP, Maryland","","",""
"    Estimate","11,806","11,175","631"
"Elkridge CDP, Maryland","","",""
"    Estimate","7,537","7,173","364"
"Ellicott City CDP, Maryland","","",""
"    Estimate","29,379","27,514","1,865"
"Essex CDP, Maryland","","",""
"    Estimate","15,646","14,402","1,244"
"Fairland CDP, Maryland","","",""
"    Estimate","9,667","9,315","352"
"Fort Washington CDP, Maryland","","",""
"    Estimate","9,294","8,715","579"
"Frederick city, Maryland","","",""
"    Estimate","31,869","29,293","2,576"
"Gaithersburg city, Maryland","","",""
"    Estimate","27,451","25,589","1,862"
"Germantown CDP, Maryland","","",""
"    Estimate","30,556","28,833","1,723"
"Glen Burnie CDP, Maryland","","",""
"    Estimate","31,394","29,669","1,725"
"Greenbelt city, Maryland","","",""
"    Estimate","9,925","9,833","92"
"Hagerstown city, Maryland","","",""
"    Estimate","18,878","16,935","1,943"
"Ilchester CDP, Maryland","","",""
"    Estimate","10,316","10,103","213"
"Landover CDP, Maryland","","",""
"    Estimate","8,982","8,179","803"
"Langley Park CDP, Maryland","","",""
"    Estimate","5,534","5,534","0"
"Laurel city, Maryland","","",""
