"Label (Grouping)","Total:","Total:!!With private health insurance","Total:!!No private health insurance"
"    Estimate","31,229","26,465","4,764"
"East Chicago city, Indiana","","",""
"    Estimate","27,741","12,090","15,651"
"Elkhart city, Indiana","","",""
"    Estimate","51,999","31,282","20,717"
"Evansville city, Indiana","","",""
"    Estimate","115,129","63,084","52,045"
"Fishers city, Indiana","","",""
"    Estimate","96,271","85,652","10,619"
"Fort Wayne city, Indiana","","",""
"    Estimate","260,023","167,686","92,337"
"Franklin city, Indiana","","",""
"    Estimate","25,518","20,554","4,964"
"Gary city, Indiana","","",""
"    Estimate","70,354","28,507","41,847"
"Goshen city, Indiana","","",""
"    Estimate","34,224","18,229","15,995"
"Granger CDP, Indiana","","",""
"    Estimate","33,760","27,645","6,115"
"Greenfield city, Indiana","","",""
"    Estimate","23,172","19,389","3,783"
"Greenwood city, Indiana","","",""
"    Estimate","57,928","43,802","14,126"
"Hammond city, Indiana","","",""
"    Estimate","75,423","44,890","30,533"
"Highland town, Indiana","","",""
"    Estimate","24,964","19,519","5,445"
"Hobart city, Indiana","","",""
"    Estimate","29,163","21,962","7,201"
"Indianapolis city (balance), Indiana","","",""
"    Estimate","860,856","534,459","326,397"
"Jeffersonville city, Indiana","","",""
"    Estimate","49,063","30,359","18,704"
"Kokomo city, Indiana","","",""
"    Estimate","53,269","33,619","19,650"
"Lafayette city, Indiana","","",""
"    Estimate","71,465","47,381","24,084"
"La Porte city, Indiana","","",""
"    Estimate","19,851","13,303","6,548"
"Lawrence city, Indiana","","",""
"    Estimate","49,353","34,657","14,696"
"Marion city, Indiana","","",""
"    Estimate","25,871","15,736","10,135"
"Merrillville town, Indiana","","",""
"    Estimate","32,983","21,399","11,584"
"Michigan City city, Indiana","","",""
"    Estimate","29,799","13,644","16,155"
"Mishawaka city, Indiana","","",""
"    Estimate","49,178","33,239","15,939"
"Muncie city, Indiana","","",""
"    Estimate","66,817","40,644","26,173"
"Munster town, Indiana","","",""
"    Estimate","21,061","17,619","3,442"
"New Albany city, Indiana","","",""
"    Estimate","37,034","20,589","16,445"
"Noblesville city, Indiana","","",""
"    Estimate","62,515","54,344","8,171"
"Plainfield town, Indiana","","",""
"    Estimate","34,166","22,929","11,237"
"Portage city, Indiana","","",""
"    Estimate","35,648","25,392","10,256"
"Richmond city, Indiana","","",""
"    Estimate","35,001","18,539","16,462"
"Schererville town, Indiana","","",""
"    Estimate","28,441","20,370","8,071"
"Seymour city, Indiana","","",""
"    Estimate","20,393","13,921","6,472"
"South Bend city, Indiana","","",""
"    Estimate","101,066","57,082","43,984"
"Terre Haute city, Indiana","","",""
"    Estimate","57,100","32,534","24,566"
"Valparaiso city, Indiana","","",""
"    Estimate","32,202","26,389","5,813"
"Westfield city, Indiana","","",""
"    Estimate","43,612","34,927","8,685"
"West Lafayette city, Indiana","","",""
"    Estimate","50,625","44,503","6,122"
"Zionsville town, Indiana","","",""
"    Estimate","28,270","24,979","3,291"
"Altoona city, Iowa","","",""
"    Estimate","19,416","14,699","4,717"
"Ames city, Iowa","","",""
"    Estimate","65,998","54,158","11,840"
"Ankeny city, Iowa","","",""
"    Estimate","67,094","54,878","12,216"
"Bettendorf city, Iowa","","",""
"    Estimate","36,353","31,221","5,132"
"Burlington city, Iowa","","",""
"    Estimate","26,315","15,086","11,229"
"Cedar Falls city, Iowa","","",""
"    Estimate","42,780","35,926","6,854"
"Cedar Rapids city, Iowa","","",""
"    Estimate","132,309","96,718","35,591"
"Clinton city, Iowa","","",""
"    Estimate","23,207","14,967","8,240"
"Coralville city, Iowa","","",""
"    Estimate","21,500","16,909","4,591"
"Council Bluffs city, Iowa","","",""
"    Estimate","61,368","41,147","20,221"
"Davenport city, Iowa","","",""
"    Estimate","100,173","65,698","34,475"
"Des Moines city, Iowa","","",""
"    Estimate","212,594","132,146","80,448"
"Dubuque city, Iowa","","",""
"    Estimate","56,775","40,562","16,213"
"Fort Dodge city, Iowa","","",""
"    Estimate","21,102","13,165","7,937"
"Iowa City city, Iowa","","",""
"    Estimate","74,653","61,388","13,265"
"Johnston city, Iowa","","",""
"    Estimate","19,469","15,528","3,941"
"Marion city, Iowa","","",""
"    Estimate","40,073","31,106","8,967"
"Marshalltown city, Iowa","","",""
"    Estimate","26,389","15,886","10,503"
"Mason City city, Iowa","","",""
"    Estimate","26,094","19,570","6,524"
"Muscatine city, Iowa","","",""
"    Estimate","23,945","16,077","7,868"
"Ottumwa city, Iowa","","",""
"    Estimate","23,563","14,336","9,227"
"Sioux City city, Iowa","","",""
"    Estimate","82,480","51,898","30,582"
"Urbandale city, Iowa","","",""
"    Estimate","47,065","38,573","8,492"
"Waterloo city, Iowa","","",""
"    Estimate","66,719","42,320","24,399"
"Waukee city, Iowa","","",""
"    Estimate","24,037","20,857","3,180"
"West Des Moines city, Iowa","","",""
"    Estimate","67,349","57,449","9,900"
"Derby city, Kansas","","",""
"    Estimate","27,026","21,069","5,957"
"Dodge City city, Kansas","","",""
"    Estimate","25,941","17,617","8,324"
"Emporia city, Kansas","","",""
"    Estimate","25,322","16,636","8,686"
"Garden City city, Kansas","","",""
"    Estimate","24,325","19,071","5,254"
"Gardner city, Kansas","","",""
"    Estimate","20,610","17,052","3,558"
"Hays city, Kansas","","",""
"    Estimate","21,025","16,376","4,649"
"Hutchinson city, Kansas","","",""
"    Estimate","36,694","24,981","11,713"
"Kansas City city, Kansas","","",""
"    Estimate","151,788","78,543","73,245"
"Lawrence city, Kansas","","",""
"    Estimate","97,557","78,859","18,698"
"Leavenworth city, Kansas","","",""
"    Estimate","31,390","23,960","7,430"
"Leawood city, Kansas","","",""
"    Estimate","34,680","30,270","4,410"
"Lenexa city, Kansas","","",""
"    Estimate","55,264","44,302","10,962"
"Manhattan city, Kansas","","",""
"    Estimate","53,771","43,935","9,836"
"Olathe city, Kansas","","",""
"    Estimate","138,903","112,522","26,381"
"Overland Park city, Kansas","","",""
"    Estimate","194,425","169,055","25,370"
"Prairie Village city, Kansas","","",""
"    Estimate","20,180","17,132","3,048"
"Salina city, Kansas","","",""
"    Estimate","45,785","32,093","13,692"
"Shawnee city, Kansas","","",""
"    Estimate","65,507","52,876","12,631"
"Topeka city, Kansas","","",""
"    Estimate","122,104","88,327","33,777"
"Wichita city, Kansas","","",""
"    Estimate","384,570","255,483","129,087"
"Ashland city, Kentucky","","",""
"    Estimate","21,444","11,939","9,505"
"Bowling Green city, Kentucky","","",""
"    Estimate","69,357","44,376","24,981"
"Covington city, Kentucky","","",""
"    Estimate","39,598","22,236","17,362"
"Elizabethtown city, Kentucky","","",""
"    Estimate","29,140","19,809","9,331"
"Florence city, Kentucky","","",""
"    Estimate","32,706","25,299","7,407"
"Frankfort city, Kentucky","","",""
"    Estimate","28,124","19,769","8,355"
"Georgetown city, Kentucky","","",""
"    Estimate","37,886","28,163","9,723"
"Henderson city, Kentucky","","",""
"    Estimate","28,305","16,469","11,836"
"Hopkinsville city, Kentucky","","",""
"    Estimate","28,946","16,172","12,774"
"Independence city, Kentucky","","",""
"    Estimate","28,528","22,525","6,003"
"Jeffersontown city, Kentucky","","",""
"    Estimate","27,542","19,352","8,190"
"Lexington-Fayette urban county, Kentucky","","",""
"    Estimate","318,746","225,095","93,651"
"Louisville/Jefferson County metro government (balance), Kentucky","","",""
"    Estimate","610,653","394,445","216,208"
"Madisonville city, Kentucky","","",""
"    Estimate","18,475","11,053","7,422"
"Nicholasville city, Kentucky","","",""
"    Estimate","30,191","17,777","12,414"
"Owensboro city, Kentucky","","",""
"    Estimate","58,944","33,054","25,890"
"Paducah city, Kentucky","","",""
"    Estimate","23,676","13,049","10,627"
"Radcliff city, Kentucky","","",""
"    Estimate","20,861","12,535","8,326"
"Richmond city, Kentucky","","",""
"    Estimate","35,453","23,938","11,515"
"Alexandria city, Louisiana","","",""
"    Estimate","44,429","18,465","25,964"
"Baton Rouge city, Louisiana","","",""
"    Estimate","218,742","119,807","98,935"
"Bossier City city, Louisiana","","",""
"    Estimate","62,502","36,332","26,170"
"Central city, Louisiana","","",""
"    Estimate","29,361","22,172","7,189"
"Chalmette CDP, Louisiana","","",""
"    Estimate","22,832","10,169","12,663"
"Hammond city, Louisiana","","",""
"    Estimate","22,796","10,978","11,818"
"Harvey CDP, Louisiana","","",""
"    Estimate","24,703","9,199","15,504"
"Houma city, Louisiana","","",""
"    Estimate","32,577","19,760","12,817"
"Kenner city, Louisiana","","",""
"    Estimate","66,005","37,705","28,300"
"Lafayette city, Louisiana","","",""
"    Estimate","124,520","77,374","47,146"
"Lake Charles city, Louisiana","","",""
"    Estimate","76,704","39,868","36,836"
"Laplace CDP, Louisiana","","",""
"    Estimate","26,412","14,916","11,496"
"Marrero CDP, Louisiana","","",""
"    Estimate","31,630","14,012","17,618"
"Metairie CDP, Louisiana","","",""
"    Estimate","129,856","75,458","54,398"
"Monroe city, Louisiana","","",""
"    Estimate","45,601","18,756","26,845"
"New Iberia city, Louisiana","","",""
"    Estimate","28,086","13,459","14,627"
"New Orleans city, Louisiana","","",""
"    Estimate","386,840","211,368","175,472"
"Prairieville CDP, Louisiana","","",""
"    Estimate","29,825","24,967","4,858"
"Ruston city, Louisiana","","",""
"    Estimate","24,639","12,460","12,179"
"Shenandoah CDP, Louisiana","","",""
"    Estimate","21,960","18,154","3,806"
"Shreveport city, Louisiana","","",""
"    Estimate","181,234","97,338","83,896"
"Slidell city, Louisiana","","",""
"    Estimate","26,787","17,795","8,992"
"Terrytown CDP, Louisiana","","",""
"    Estimate","29,050","15,551","13,499"
"Zachary city, Louisiana","","",""
"    Estimate","20,142","16,544","3,598"
"Auburn city, Maine","","",""
"    Estimate","24,349","18,498","5,851"
"Bangor city, Maine","","",""
"    Estimate","31,382","21,708","9,674"
"Biddeford city, Maine","","",""
"    Estimate","22,360","14,874","7,486"
"Lewiston city, Maine","","",""
"    Estimate","35,539","24,037","11,502"
"Portland city, Maine","","",""
"    Estimate","65,168","47,802","17,366"
"Saco city, Maine","","",""
"    Estimate","22,144","18,173","3,971"
"Sanford city, Maine","","",""
"    Estimate","23,962","13,787","10,175"
"South Portland city, Maine","","",""
"    Estimate","24,852","19,775","5,077"
"Westbrook city, Maine","","",""
"    Estimate","20,607","14,783","5,824"
"Annapolis city, Maryland","","",""
"    Estimate","38,706","32,391","6,315"
"Arnold CDP, Maryland","","",""
"    Estimate","22,266","20,563","1,703"
"Aspen Hill CDP, Maryland","","",""
"    Estimate","62,817","41,579","21,238"
"Ballenger Creek CDP, Maryland","","",""
"    Estimate","21,481","18,337","3,144"
"Baltimore city, Maryland","","",""
"    Estimate","584,579","336,456","248,123"
"Bel Air North CDP, Maryland","","",""
"    Estimate","30,624","27,655","2,969"
"Bel Air South CDP, Maryland","","",""
"    Estimate","51,383","43,607","7,776"
"Bethesda CDP, Maryland","","",""
"    Estimate","60,615","54,721","5,894"
"Bowie city, Maryland","","",""
"    Estimate","58,237","46,769","11,468"
"Carney CDP, Maryland","","",""
"    Estimate","30,560","22,939","7,621"
"Catonsville CDP, Maryland","","",""
"    Estimate","35,612","30,031","5,581"
"Chillum CDP, Maryland","","",""
"    Estimate","34,476","14,830","19,646"
"Clarksburg CDP, Maryland","","",""
"    Estimate","21,366","18,249","3,117"
"Clinton CDP, Maryland","","",""
"    Estimate","37,672","29,903","7,769"
"Cockeysville CDP, Maryland","","",""
"    Estimate","20,374","14,744","5,630"
"College Park city, Maryland","","",""
"    Estimate","32,152","26,802","5,350"
"Columbia CDP, Maryland","","",""
"    Estimate","104,154","81,214","22,940"
"Crofton CDP, Maryland","","",""
"    Estimate","28,922","25,520","3,402"
"Cumberland city, Maryland","","",""
"    Estimate","18,575","9,901","8,674"
"Dundalk CDP, Maryland","","",""
"    Estimate","61,233","34,880","26,353"
"Edgewood CDP, Maryland","","",""
"    Estimate","26,860","16,277","10,583"
"Eldersburg CDP, Maryland","","",""
"    Estimate","30,167","27,262","2,905"
"Elkridge CDP, Maryland","","",""
"    Estimate","21,035","16,332","4,703"
"Ellicott City CDP, Maryland","","",""
"    Estimate","72,198","62,847","9,351"
"Essex CDP, Maryland","","",""
"    Estimate","38,171","20,769","17,402"
"Fairland CDP, Maryland","","",""
"    Estimate","28,872","14,161","14,711"
"Fort Washington CDP, Maryland","","",""
"    Estimate","27,922","22,665","5,257"
"Frederick city, Maryland","","",""
"    Estimate","71,233","51,624","19,609"
"Gaithersburg city, Maryland","","",""
"    Estimate","67,746","48,666","19,080"
"Germantown CDP, Maryland","","",""
"    Estimate","83,077","63,920","19,157"
"Glen Burnie CDP, Maryland","","",""
"    Estimate","74,171","55,945","18,226"
"Greenbelt city, Maryland","","",""
"    Estimate","24,842","18,246","6,596"
"Hagerstown city, Maryland","","",""
"    Estimate","39,386","21,085","18,301"
"Ilchester CDP, Maryland","","",""
"    Estimate","26,892","23,405","3,487"
"Landover CDP, Maryland","","",""
"    Estimate","24,347","14,999","9,348"
"Langley Park CDP, Maryland","","",""
"    Estimate","25,169","6,597","18,572"
"Laurel city, Maryland","","",""
"    Estimate","25,310","19,173","6,137"
"Lochearn CDP, Maryland","","",""
"    Estimate","29,101","20,703","8,398"
"Maryland City CDP, Maryland","","",""
"    Estimate","19,842","15,300","4,542"
