"Label (Grouping)","Total:","Total:!!With public coverage","Total:!!No public coverage"
"    Estimate","37,926","15,110","22,816"
"Rolling Meadows city, Illinois","","",""
"    Estimate","25,108","6,121","18,987"
"Romeoville village, Illinois","","",""
"    Estimate","35,393","9,604","25,789"
"Roselle village, Illinois","","",""
"    Estimate","19,948","4,343","15,605"
"Round Lake Beach village, Illinois","","",""
"    Estimate","26,221","8,071","18,150"
"St. Charles city, Illinois","","",""
"    Estimate","33,626","9,186","24,440"
"Schaumburg village, Illinois","","",""
"    Estimate","72,513","17,705","54,808"
"Skokie village, Illinois","","",""
"    Estimate","62,148","23,358","38,790"
"South Elgin village, Illinois","","",""
"    Estimate","26,692","5,559","21,133"
"South Holland village, Illinois","","",""
"    Estimate","20,219","7,228","12,991"
"Springfield city, Illinois","","",""
"    Estimate","112,523","46,385","66,138"
"Streamwood village, Illinois","","",""
"    Estimate","38,736","12,090","26,646"
"Tinley Park village, Illinois","","",""
"    Estimate","60,279","17,567","42,712"
"Urbana city, Illinois","","",""
"    Estimate","41,489","10,685","30,804"
"Vernon Hills village, Illinois","","",""
"    Estimate","26,249","4,195","22,054"
"Villa Park village, Illinois","","",""
"    Estimate","20,527","5,766","14,761"
"Waukegan city, Illinois","","",""
"    Estimate","84,377","32,258","52,119"
"West Chicago city, Illinois","","",""
"    Estimate","21,911","6,682","15,229"
"Westmont village, Illinois","","",""
"    Estimate","29,876","11,463","18,413"
"Wheaton city, Illinois","","",""
"    Estimate","51,949","11,214","40,735"
"Wheeling village, Illinois","","",""
"    Estimate","38,068","9,601","28,467"
"Wilmette village, Illinois","","",""
"    Estimate","26,971","5,371","21,600"
"Woodridge village, Illinois","","",""
"    Estimate","32,799","7,057","25,742"
"Woodstock city, Illinois","","",""
"    Estimate","26,687","8,863","17,824"
"Zion city, Illinois","","",""
"    Estimate","23,566","8,583","14,983"
"Anderson city, Indiana","","",""
"    Estimate","53,835","26,855","26,980"
"Bloomington city, Indiana","","",""
"    Estimate","85,824","21,123","64,701"
"Brownsburg town, Indiana","","",""
"    Estimate","31,687","6,095","25,592"
"Carmel city, Indiana","","",""
"    Estimate","101,640","17,799","83,841"
"Clarksville town, Indiana","","",""
"    Estimate","22,904","7,762","15,142"
"Columbus city, Indiana","","",""
"    Estimate","48,736","14,967","33,769"
"Crown Point city, Indiana","","",""
"    Estimate","31,229","8,253","22,976"
"East Chicago city, Indiana","","",""
"    Estimate","27,741","16,255","11,486"
"Elkhart city, Indiana","","",""
"    Estimate","51,999","20,135","31,864"
"Evansville city, Indiana","","",""
"    Estimate","115,129","53,744","61,385"
"Fishers city, Indiana","","",""
"    Estimate","96,271","13,467","82,804"
"Fort Wayne city, Indiana","","",""
"    Estimate","260,023","96,642","163,381"
"Franklin city, Indiana","","",""
"    Estimate","25,518","7,720","17,798"
"Gary city, Indiana","","",""
"    Estimate","70,354","40,117","30,237"
"Goshen city, Indiana","","",""
"    Estimate","34,224","13,705","20,519"
"Granger CDP, Indiana","","",""
"    Estimate","33,760","8,676","25,084"
"Greenfield city, Indiana","","",""
"    Estimate","23,172","8,577","14,595"
"Greenwood city, Indiana","","",""
"    Estimate","57,928","16,923","41,005"
"Hammond city, Indiana","","",""
"    Estimate","75,423","29,769","45,654"
"Highland town, Indiana","","",""
"    Estimate","24,964","6,699","18,265"
"Hobart city, Indiana","","",""
"    Estimate","29,163","7,463","21,700"
"Indianapolis city (balance), Indiana","","",""
"    Estimate","860,856","318,036","542,820"
"Jeffersonville city, Indiana","","",""
"    Estimate","49,063","22,023","27,040"
"Kokomo city, Indiana","","",""
"    Estimate","53,269","22,610","30,659"
"Lafayette city, Indiana","","",""
"    Estimate","71,465","24,250","47,215"
"La Porte city, Indiana","","",""
"    Estimate","19,851","6,730","13,121"
"Lawrence city, Indiana","","",""
"    Estimate","49,353","13,557","35,796"
"Marion city, Indiana","","",""
"    Estimate","25,871","11,659","14,212"
"Merrillville town, Indiana","","",""
"    Estimate","32,983","14,070","18,913"
"Michigan City city, Indiana","","",""
"    Estimate","29,799","15,575","14,224"
"Mishawaka city, Indiana","","",""
"    Estimate","49,178","17,776","31,402"
"Muncie city, Indiana","","",""
"    Estimate","66,817","28,284","38,533"
"Munster town, Indiana","","",""
"    Estimate","21,061","5,973","15,088"
"New Albany city, Indiana","","",""
"    Estimate","37,034","17,613","19,421"
"Noblesville city, Indiana","","",""
"    Estimate","62,515","11,269","51,246"
"Plainfield town, Indiana","","",""
"    Estimate","34,166","9,107","25,059"
"Portage city, Indiana","","",""
"    Estimate","35,648","11,988","23,660"
"Richmond city, Indiana","","",""
"    Estimate","35,001","16,933","18,068"
"Schererville town, Indiana","","",""
"    Estimate","28,441","9,717","18,724"
"Seymour city, Indiana","","",""
"    Estimate","20,393","5,829","14,564"
"South Bend city, Indiana","","",""
"    Estimate","101,066","43,395","57,671"
"Terre Haute city, Indiana","","",""
"    Estimate","57,100","26,706","30,394"
"Valparaiso city, Indiana","","",""
"    Estimate","32,202","7,787","24,415"
"Westfield city, Indiana","","",""
"    Estimate","43,612","10,769","32,843"
"West Lafayette city, Indiana","","",""
"    Estimate","50,625","5,912","44,713"
"Zionsville town, Indiana","","",""
"    Estimate","28,270","4,327","23,943"
"Altoona city, Iowa","","",""
"    Estimate","19,416","5,419","13,997"
"Ames city, Iowa","","",""
"    Estimate","65,998","12,146","53,852"
"Ankeny city, Iowa","","",""
"    Estimate","67,094","18,104","48,990"
"Bettendorf city, Iowa","","",""
"    Estimate","36,353","8,646","27,707"
"Burlington city, Iowa","","",""
"    Estimate","26,315","14,102","12,213"
"Cedar Falls city, Iowa","","",""
"    Estimate","42,780","12,005","30,775"
"Cedar Rapids city, Iowa","","",""
"    Estimate","132,309","45,114","87,195"
"Clinton city, Iowa","","",""
"    Estimate","23,207","11,289","11,918"
"Coralville city, Iowa","","",""
"    Estimate","21,500","6,968","14,532"
"Council Bluffs city, Iowa","","",""
"    Estimate","61,368","24,604","36,764"
"Davenport city, Iowa","","",""
"    Estimate","100,173","38,887","61,286"
"Des Moines city, Iowa","","",""
"    Estimate","212,594","94,299","118,295"
"Dubuque city, Iowa","","",""
"    Estimate","56,775","22,332","34,443"
"Fort Dodge city, Iowa","","",""
"    Estimate","21,102","8,902","12,200"
"Iowa City city, Iowa","","",""
"    Estimate","74,653","18,346","56,307"
"Johnston city, Iowa","","",""
"    Estimate","19,469","5,616","13,853"
"Marion city, Iowa","","",""
"    Estimate","40,073","13,412","26,661"
"Marshalltown city, Iowa","","",""
"    Estimate","26,389","13,024","13,365"
"Mason City city, Iowa","","",""
"    Estimate","26,094","11,448","14,646"
"Muscatine city, Iowa","","",""
"    Estimate","23,945","8,563","15,382"
"Ottumwa city, Iowa","","",""
"    Estimate","23,563","10,201","13,362"
"Sioux City city, Iowa","","",""
"    Estimate","82,480","34,107","48,373"
"Urbandale city, Iowa","","",""
"    Estimate","47,065","12,433","34,632"
"Waterloo city, Iowa","","",""
"    Estimate","66,719","32,222","34,497"
"Waukee city, Iowa","","",""
"    Estimate","24,037","4,365","19,672"
"West Des Moines city, Iowa","","",""
"    Estimate","67,349","16,946","50,403"
"Derby city, Kansas","","",""
"    Estimate","27,026","8,610","18,416"
"Dodge City city, Kansas","","",""
"    Estimate","25,941","6,111","19,830"
"Emporia city, Kansas","","",""
"    Estimate","25,322","7,152","18,170"
"Garden City city, Kansas","","",""
"    Estimate","24,325","6,464","17,861"
"Gardner city, Kansas","","",""
"    Estimate","20,610","5,203","15,407"
"Hays city, Kansas","","",""
"    Estimate","21,025","5,460","15,565"
"Hutchinson city, Kansas","","",""
"    Estimate","36,694","14,420","22,274"
"Kansas City city, Kansas","","",""
"    Estimate","151,788","56,771","95,017"
"Lawrence city, Kansas","","",""
"    Estimate","97,557","21,624","75,933"
"Leavenworth city, Kansas","","",""
"    Estimate","31,390","8,993","22,397"
"Leawood city, Kansas","","",""
"    Estimate","34,680","9,131","25,549"
"Lenexa city, Kansas","","",""
"    Estimate","55,264","13,729","41,535"
"Manhattan city, Kansas","","",""
"    Estimate","53,771","11,025","42,746"
"Olathe city, Kansas","","",""
"    Estimate","138,903","27,201","111,702"
"Overland Park city, Kansas","","",""
"    Estimate","194,425","37,726","156,699"
"Prairie Village city, Kansas","","",""
"    Estimate","20,180","4,616","15,564"
"Salina city, Kansas","","",""
"    Estimate","45,785","15,682","30,103"
"Shawnee city, Kansas","","",""
"    Estimate","65,507","15,338","50,169"
"Topeka city, Kansas","","",""
"    Estimate","122,104","41,571","80,533"
"Wichita city, Kansas","","",""
"    Estimate","384,570","127,722","256,848"
"Ashland city, Kentucky","","",""
"    Estimate","21,444","11,085","10,359"
"Bowling Green city, Kentucky","","",""
"    Estimate","69,357","23,589","45,768"
"Covington city, Kentucky","","",""
"    Estimate","39,598","18,292","21,306"
"Elizabethtown city, Kentucky","","",""
"    Estimate","29,140","12,616","16,524"
"Florence city, Kentucky","","",""
"    Estimate","32,706","11,662","21,044"
"Frankfort city, Kentucky","","",""
"    Estimate","28,124","11,249","16,875"
"Georgetown city, Kentucky","","",""
"    Estimate","37,886","10,566","27,320"
"Henderson city, Kentucky","","",""
"    Estimate","28,305","15,326","12,979"
"Hopkinsville city, Kentucky","","",""
"    Estimate","28,946","14,093","14,853"
"Independence city, Kentucky","","",""
"    Estimate","28,528","7,018","21,510"
"Jeffersontown city, Kentucky","","",""
"    Estimate","27,542","8,973","18,569"
"Lexington-Fayette urban county, Kentucky","","",""
"    Estimate","318,746","101,976","216,770"
"Louisville/Jefferson County metro government (balance), Kentucky","","",""
"    Estimate","610,653","255,076","355,577"
"Madisonville city, Kentucky","","",""
"    Estimate","18,475","9,568","8,907"
"Nicholasville city, Kentucky","","",""
"    Estimate","30,191","14,427","15,764"
"Owensboro city, Kentucky","","",""
"    Estimate","58,944","27,982","30,962"
"Paducah city, Kentucky","","",""
"    Estimate","23,676","11,950","11,726"
"Radcliff city, Kentucky","","",""
"    Estimate","20,861","11,846","9,015"
"Richmond city, Kentucky","","",""
"    Estimate","35,453","13,622","21,831"
"Alexandria city, Louisiana","","",""
"    Estimate","44,429","26,223","18,206"
"Baton Rouge city, Louisiana","","",""
"    Estimate","218,742","95,023","123,719"
"Bossier City city, Louisiana","","",""
"    Estimate","62,502","29,492","33,010"
"Central city, Louisiana","","",""
"    Estimate","29,361","7,947","21,414"
"Chalmette CDP, Louisiana","","",""
"    Estimate","22,832","11,420","11,412"
"Hammond city, Louisiana","","",""
"    Estimate","22,796","12,379","10,417"
"Harvey CDP, Louisiana","","",""
"    Estimate","24,703","14,278","10,425"
"Houma city, Louisiana","","",""
"    Estimate","32,577","15,475","17,102"
"Kenner city, Louisiana","","",""
"    Estimate","66,005","29,018","36,987"
"Lafayette city, Louisiana","","",""
"    Estimate","124,520","51,745","72,775"
"Lake Charles city, Louisiana","","",""
"    Estimate","76,704","40,720","35,984"
"Laplace CDP, Louisiana","","",""
"    Estimate","26,412","10,561","15,851"
"Marrero CDP, Louisiana","","",""
"    Estimate","31,630","17,029","14,601"
"Metairie CDP, Louisiana","","",""
"    Estimate","129,856","52,141","77,715"
"Monroe city, Louisiana","","",""
"    Estimate","45,601","27,935","17,666"
"New Iberia city, Louisiana","","",""
"    Estimate","28,086","13,559","14,527"
"New Orleans city, Louisiana","","",""
"    Estimate","386,840","175,978","210,862"
"Prairieville CDP, Louisiana","","",""
"    Estimate","29,825","4,765","25,060"
"Ruston city, Louisiana","","",""
"    Estimate","24,639","12,286","12,353"
"Shenandoah CDP, Louisiana","","",""
"    Estimate","21,960","4,196","17,764"
"Shreveport city, Louisiana","","",""
"    Estimate","181,234","93,382","87,852"
"Slidell city, Louisiana","","",""
"    Estimate","26,787","10,509","16,278"
"Terrytown CDP, Louisiana","","",""
"    Estimate","29,050","9,755","19,295"
"Zachary city, Louisiana","","",""
"    Estimate","20,142","4,717","15,425"
"Auburn city, Maine","","",""
"    Estimate","24,349","8,302","16,047"
"Bangor city, Maine","","",""
"    Estimate","31,382","13,102","18,280"
"Biddeford city, Maine","","",""
"    Estimate","22,360","9,242","13,118"
"Lewiston city, Maine","","",""
"    Estimate","35,539","15,146","20,393"
"Portland city, Maine","","",""
"    Estimate","65,168","19,995","45,173"
"Saco city, Maine","","",""
"    Estimate","22,144","6,464","15,680"
"Sanford city, Maine","","",""
"    Estimate","23,962","12,809","11,153"
"South Portland city, Maine","","",""
"    Estimate","24,852","6,839","18,013"
"Westbrook city, Maine","","",""
"    Estimate","20,607","8,899","11,708"
"Annapolis city, Maryland","","",""
"    Estimate","38,706","12,783","25,923"
"Arnold CDP, Maryland","","",""
"    Estimate","22,266","3,928","18,338"
"Aspen Hill CDP, Maryland","","",""
"    Estimate","62,817","19,022","43,795"
"Ballenger Creek CDP, Maryland","","",""
"    Estimate","21,481","4,139","17,342"
"Baltimore city, Maryland","","",""
"    Estimate","584,579","278,769","305,810"
"Bel Air North CDP, Maryland","","",""
"    Estimate","30,624","6,764","23,860"
"Bel Air South CDP, Maryland","","",""
"    Estimate","51,383","15,836","35,547"
"Bethesda CDP, Maryland","","",""
