"Label (Grouping)","Total:!!In labor force:!!Civilian labor force:","Total:!!In labor force:!!Civilian labor force:!!Employed","Total:!!In labor force:!!Civilian labor force:!!Unemployed"
"Jeffersonville city, Indiana","","",""
"    Estimate","25,528","24,338","1,190"
"Kokomo city, Indiana","","",""
"    Estimate","26,949","25,286","1,663"
"Lafayette city, Indiana","","",""
"    Estimate","40,446","39,346","1,100"
"La Porte city, Indiana","","",""
"    Estimate","10,454","10,162","292"
"Lawrence city, Indiana","","",""
"    Estimate","30,587","29,300","1,287"
"Marion city, Indiana","","",""
"    Estimate","11,840","11,403","437"
"Merrillville town, Indiana","","",""
"    Estimate","17,236","16,528","708"
"Michigan City city, Indiana","","",""
"    Estimate","14,417","14,306","111"
"Mishawaka city, Indiana","","",""
"    Estimate","24,474","23,224","1,250"
"Muncie city, Indiana","","",""
"    Estimate","33,792","30,896","2,896"
"Munster town, Indiana","","",""
"    Estimate","10,527","10,245","282"
"New Albany city, Indiana","","",""
"    Estimate","18,091","17,299","792"
"Noblesville city, Indiana","","",""
"    Estimate","35,572","33,802","1,770"
"Plainfield town, Indiana","","",""
"    Estimate","18,516","18,218","298"
"Portage city, Indiana","","",""
"    Estimate","18,240","16,728","1,512"
"Richmond city, Indiana","","",""
"    Estimate","17,785","16,622","1,163"
"Schererville town, Indiana","","",""
"    Estimate","15,436","15,166","270"
"Seymour city, Indiana","","",""
"    Estimate","12,398","12,213","185"
"South Bend city, Indiana","","",""
"    Estimate","50,996","48,176","2,820"
"Terre Haute city, Indiana","","",""
"    Estimate","26,677","23,418","3,259"
"Valparaiso city, Indiana","","",""
"    Estimate","14,963","14,463","500"
"Westfield city, Indiana","","",""
"    Estimate","23,665","22,918","747"
"West Lafayette city, Indiana","","",""
"    Estimate","23,009","22,194","815"
"Zionsville town, Indiana","","",""
"    Estimate","13,831","13,455","376"
"Altoona city, Iowa","","",""
"    Estimate","10,525","10,525","0"
"Ames city, Iowa","","",""
"    Estimate","36,676","34,150","2,526"
"Ankeny city, Iowa","","",""
"    Estimate","40,423","38,822","1,601"
"Bettendorf city, Iowa","","",""
"    Estimate","19,911","19,690","221"
"Burlington city, Iowa","","",""
"    Estimate","13,803","13,215","588"
"Cedar Falls city, Iowa","","",""
"    Estimate","23,930","23,116","814"
"Cedar Rapids city, Iowa","","",""
"    Estimate","73,928","70,280","3,648"
"Clinton city, Iowa","","",""
"    Estimate","11,556","11,036","520"
"Coralville city, Iowa","","",""
"    Estimate","12,494","11,883","611"
"Council Bluffs city, Iowa","","",""
"    Estimate","32,014","30,853","1,161"
"Davenport city, Iowa","","",""
"    Estimate","52,031","49,365","2,666"
"Des Moines city, Iowa","","",""
"    Estimate","117,101","109,731","7,370"
"Dubuque city, Iowa","","",""
"    Estimate","32,133","31,098","1,035"
"Fort Dodge city, Iowa","","",""
"    Estimate","10,402","10,115","287"
"Iowa City city, Iowa","","",""
"    Estimate","46,397","44,528","1,869"
"Johnston city, Iowa","","",""
"    Estimate","11,778","11,734","44"
"Marion city, Iowa","","",""
"    Estimate","23,144","22,650","494"
"Marshalltown city, Iowa","","",""
"    Estimate","13,663","12,756","907"
"Mason City city, Iowa","","",""
"    Estimate","15,882","15,522","360"
"Muscatine city, Iowa","","",""
"    Estimate","13,711","12,926","785"
"Ottumwa city, Iowa","","",""
"    Estimate","13,312","12,491","821"
"Sioux City city, Iowa","","",""
"    Estimate","44,155","42,894","1,261"
"Urbandale city, Iowa","","",""
"    Estimate","25,672","25,035","637"
"Waterloo city, Iowa","","",""
"    Estimate","36,944","34,213","2,731"
"Waukee city, Iowa","","",""
"    Estimate","14,742","13,845","897"
"West Des Moines city, Iowa","","",""
"    Estimate","42,180","41,740","440"
"Derby city, Kansas","","",""
"    Estimate","12,383","11,711","672"
"Dodge City city, Kansas","","",""
"    Estimate","13,537","12,917","620"
"Emporia city, Kansas","","",""
"    Estimate","13,602","12,381","1,221"
"Garden City city, Kansas","","",""
"    Estimate","12,708","11,974","734"
"Gardner city, Kansas","","",""
"    Estimate","11,314","10,912","402"
"Hays city, Kansas","","",""
"    Estimate","12,396","11,684","712"
"Hutchinson city, Kansas","","",""
"    Estimate","17,677","16,960","717"
"Kansas City city, Kansas","","",""
"    Estimate","74,496","70,264","4,232"
"Lawrence city, Kansas","","",""
"    Estimate","61,048","57,666","3,382"
"Leavenworth city, Kansas","","",""
"    Estimate","13,906","13,046","860"
"Leawood city, Kansas","","",""
"    Estimate","18,364","17,973","391"
"Lenexa city, Kansas","","",""
"    Estimate","32,816","31,826","990"
"Manhattan city, Kansas","","",""
"    Estimate","32,061","30,067","1,994"
"Olathe city, Kansas","","",""
"    Estimate","79,143","77,009","2,134"
"Overland Park city, Kansas","","",""
"    Estimate","114,251","111,760","2,491"
"Prairie Village city, Kansas","","",""
"    Estimate","11,620","11,055","565"
"Salina city, Kansas","","",""
"    Estimate","23,370","22,849","521"
"Shawnee city, Kansas","","",""
"    Estimate","37,100","36,350","750"
"Topeka city, Kansas","","",""
"    Estimate","66,239","63,753","2,486"
"Wichita city, Kansas","","",""
"    Estimate","201,826","190,711","11,115"
"Ashland city, Kentucky","","",""
"    Estimate","9,427","8,640","787"
"Bowling Green city, Kentucky","","",""
"    Estimate","40,480","38,147","2,333"
"Covington city, Kentucky","","",""
"    Estimate","19,882","19,192","690"
"Elizabethtown city, Kentucky","","",""
"    Estimate","15,443","15,151","292"
"Florence city, Kentucky","","",""
"    Estimate","18,203","17,817","386"
"Frankfort city, Kentucky","","",""
"    Estimate","13,300","12,970","330"
"Georgetown city, Kentucky","","",""
"    Estimate","20,273","19,746","527"
"Henderson city, Kentucky","","",""
"    Estimate","14,997","14,495","502"
"Hopkinsville city, Kentucky","","",""
"    Estimate","14,549","12,575","1,974"
"Independence city, Kentucky","","",""
"    Estimate","17,183","16,995","188"
"Jeffersontown city, Kentucky","","",""
"    Estimate","14,196","13,437","759"
"Lexington-Fayette urban county, Kentucky","","",""
"    Estimate","175,848","166,533","9,315"
"Louisville/Jefferson County metro government (balance), Kentucky","","",""
"    Estimate","320,091","304,308","15,783"
"Madisonville city, Kentucky","","",""
"    Estimate","8,361","7,964","397"
"Nicholasville city, Kentucky","","",""
"    Estimate","15,410","14,465","945"
"Owensboro city, Kentucky","","",""
"    Estimate","26,795","25,816","979"
"Paducah city, Kentucky","","",""
"    Estimate","12,306","11,914","392"
"Radcliff city, Kentucky","","",""
"    Estimate","9,357","8,391","966"
"Richmond city, Kentucky","","",""
"    Estimate","19,030","17,842","1,188"
"Alexandria city, Louisiana","","",""
"    Estimate","20,775","19,200","1,575"
"Baton Rouge city, Louisiana","","",""
"    Estimate","115,413","106,988","8,425"
"Bossier City city, Louisiana","","",""
"    Estimate","26,559","25,730","829"
"Central city, Louisiana","","",""
"    Estimate","13,433","13,223","210"
"Chalmette CDP, Louisiana","","",""
"    Estimate","10,574","9,763","811"
"Hammond city, Louisiana","","",""
"    Estimate","10,236","9,853","383"
"Harvey CDP, Louisiana","","",""
"    Estimate","9,949","9,364","585"
"Houma city, Louisiana","","",""
"    Estimate","15,796","14,673","1,123"
"Kenner city, Louisiana","","",""
"    Estimate","36,817","36,064","753"
"Lafayette city, Louisiana","","",""
"    Estimate","66,301","62,176","4,125"
"Lake Charles city, Louisiana","","",""
"    Estimate","34,770","33,004","1,766"
"Laplace CDP, Louisiana","","",""
"    Estimate","12,725","12,232","493"
"Marrero CDP, Louisiana","","",""
"    Estimate","17,193","16,850","343"
"Metairie CDP, Louisiana","","",""
"    Estimate","69,775","67,274","2,501"
"Monroe city, Louisiana","","",""
"    Estimate","17,661","16,794","867"
"New Iberia city, Louisiana","","",""
"    Estimate","11,611","11,054","557"
"New Orleans city, Louisiana","","",""
"    Estimate","204,321","188,427","15,894"
"Prairieville CDP, Louisiana","","",""
"    Estimate","16,638","16,229","409"
"Ruston city, Louisiana","","",""
"    Estimate","11,925","11,737","188"
"Shenandoah CDP, Louisiana","","",""
"    Estimate","11,440","10,762","678"
"Shreveport city, Louisiana","","",""
"    Estimate","80,441","75,424","5,017"
"Slidell city, Louisiana","","",""
"    Estimate","12,953","12,755","198"
"Terrytown CDP, Louisiana","","",""
"    Estimate","17,100","16,023","1,077"
"Zachary city, Louisiana","","",""
"    Estimate","11,553","11,217","336"
"Auburn city, Maine","","",""
"    Estimate","14,266","14,155","111"
"Bangor city, Maine","","",""
"    Estimate","15,904","15,585","319"
"Biddeford city, Maine","","",""
"    Estimate","13,437","13,252","185"
"Lewiston city, Maine","","",""
"    Estimate","17,731","16,768","963"
"Portland city, Maine","","",""
"    Estimate","40,651","39,381","1,270"
"Saco city, Maine","","",""
"    Estimate","14,219","14,171","48"
"Sanford city, Maine","","",""
"    Estimate","12,110","11,391","719"
"South Portland city, Maine","","",""
"    Estimate","15,424","15,108","316"
"Westbrook city, Maine","","",""
"    Estimate","9,570","9,303","267"
"Annapolis city, Maryland","","",""
"    Estimate","21,841","21,101","740"
"Arnold CDP, Maryland","","",""
"    Estimate","12,200","11,810","390"
"Aspen Hill CDP, Maryland","","",""
"    Estimate","37,707","36,025","1,682"
"Ballenger Creek CDP, Maryland","","",""
"    Estimate","13,490","12,643","847"
"Baltimore city, Maryland","","",""
"    Estimate","302,462","280,352","22,110"
"Bel Air North CDP, Maryland","","",""
"    Estimate","18,287","17,967","320"
"Bel Air South CDP, Maryland","","",""
"    Estimate","29,003","28,251","752"
"Bethesda CDP, Maryland","","",""
"    Estimate","32,939","32,128","811"
"Bowie city, Maryland","","",""
"    Estimate","33,021","31,373","1,648"
"Carney CDP, Maryland","","",""
"    Estimate","15,277","14,440","837"
"Catonsville CDP, Maryland","","",""
"    Estimate","19,102","18,748","354"
"Chillum CDP, Maryland","","",""
"    Estimate","19,068","18,375","693"
"Clarksburg CDP, Maryland","","",""
"    Estimate","11,173","10,909","264"
"Clinton CDP, Maryland","","",""
"    Estimate","21,327","20,533","794"
"Cockeysville CDP, Maryland","","",""
"    Estimate","11,802","10,647","1,155"
"College Park city, Maryland","","",""
"    Estimate","14,054","13,573","481"
"Columbia CDP, Maryland","","",""
"    Estimate","58,284","54,922","3,362"
"Crofton CDP, Maryland","","",""
"    Estimate","17,593","16,901","692"
"Cumberland city, Maryland","","",""
"    Estimate","7,314","6,700","614"
"Dundalk CDP, Maryland","","",""
"    Estimate","31,934","30,579","1,355"
"Edgewood CDP, Maryland","","",""
"    Estimate","12,792","11,957","835"
"Eldersburg CDP, Maryland","","",""
"    Estimate","16,836","16,493","343"
"Elkridge CDP, Maryland","","",""
"    Estimate","12,580","11,945","635"
"Ellicott City CDP, Maryland","","",""
"    Estimate","38,712","37,342","1,370"
"Essex CDP, Maryland","","",""
"    Estimate","21,719","20,413","1,306"
"Fairland CDP, Maryland","","",""
"    Estimate","14,192","12,670","1,522"
"Fort Washington CDP, Maryland","","",""
"    Estimate","15,152","14,341","811"
"Frederick city, Maryland","","",""
"    Estimate","44,105","42,545","1,560"
"Gaithersburg city, Maryland","","",""
"    Estimate","39,879","37,716","2,163"
"Germantown CDP, Maryland","","",""
"    Estimate","48,595","47,889","706"
"Glen Burnie CDP, Maryland","","",""
"    Estimate","41,308","39,518","1,790"
"Greenbelt city, Maryland","","",""
"    Estimate","15,192","14,466","726"
"Hagerstown city, Maryland","","",""
"    Estimate","18,248","16,405","1,843"
"Ilchester CDP, Maryland","","",""
"    Estimate","16,708","16,457","251"
"Landover CDP, Maryland","","",""
"    Estimate","13,000","12,429","571"
"Langley Park CDP, Maryland","","",""
"    Estimate","11,807","11,213","594"
"Laurel city, Maryland","","",""
"    Estimate","15,619","15,042","577"
"Lochearn CDP, Maryland","","",""
"    Estimate","15,314","14,680","634"
"Maryland City CDP, Maryland","","",""
"    Estimate","11,885","11,332","553"
"Middle River CDP, Maryland","","",""
"    Estimate","10,669","10,294","375"
"Milford Mill CDP, Maryland","","",""
"    Estimate","17,660","16,798","862"
"Montgomery Village CDP, Maryland","","",""
"    Estimate","18,199","17,283","916"
"North Bethesda CDP, Maryland","","",""
"    Estimate","24,953","24,208","745"
"North Laurel CDP, Maryland","","",""
"    Estimate","12,489","11,893","596"
"North Potomac CDP, Maryland","","",""
"    Estimate","12,917","12,365","552"
"Odenton CDP, Maryland","","",""
"    Estimate","23,904","23,313","591"
"Olney CDP, Maryland","","",""
"    Estimate","21,251","20,399","852"
"Owings Mills CDP, Maryland","","",""
"    Estimate","17,236","16,627","609"
"Parkville CDP, Maryland","","",""
"    Estimate","18,904","18,038","866"
"Pasadena CDP, Maryland","","",""
"    Estimate","20,340","19,343","997"
"Perry Hall CDP, Maryland","","",""
"    Estimate","14,555","14,169","386"
"Pikesville CDP, Maryland","","",""
"    Estimate","16,815","16,129","686"
"Potomac CDP, Maryland","","",""
"    Estimate","25,695","24,694","1,001"
"Randallstown CDP, Maryland","","",""
"    Estimate","19,454","18,496","958"
"Reisterstown CDP, Maryland","","",""
"    Estimate","15,863","14,714","1,149"
"Rockville city, Maryland","","",""
"    Estimate","38,896","36,785","2,111"
"Rosedale CDP, Maryland","","",""
